time,0,1,2,3,4,5,6,7
1645393267.9439704,37.0,36.0,36.0,36.0,37.0,36.0,37.0,38.0
1645393268.146084,37.0,36.0,36.0,36.0,37.0,36.0,37.0,38.0
1645393268.3483486,37.0,36.0,36.0,36.0,37.0,36.0,37.0,38.0
1645393268.5504706,37.0,36.0,36.0,36.0,38.0,37.0,38.0,38.0
1645393268.753013,37.0,36.0,36.0,36.0,38.0,37.0,38.0,38.0
1645393268.9552479,37.0,36.0,36.0,36.0,38.0,37.0,38.0,38.0
1645393269.157376,37.0,36.0,36.0,36.0,38.0,37.0,38.0,38.0
1645393269.359788,37.0,36.0,36.0,36.0,38.0,37.0,38.0,38.0
1645393269.561904,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393269.7641568,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393269.9662638,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393270.1686566,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393270.3708067,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393270.5730877,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393270.7754295,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393270.9775455,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393271.1795645,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393271.3815653,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393271.583565,37.0,35.0,39.0,36.0,37.0,36.0,37.0,37.0
1645393271.78581,37.0,35.0,39.0,36.0,37.0,36.0,37.0,37.0
1645393271.987672,37.0,35.0,39.0,36.0,37.0,36.0,37.0,37.0
1645393272.1896405,37.0,35.0,39.0,36.0,37.0,36.0,37.0,37.0
1645393272.3916256,37.0,35.0,39.0,36.0,37.0,36.0,37.0,37.0
1645393272.5935774,37.0,36.0,36.0,36.0,39.0,36.0,37.0,36.0
1645393272.7957604,37.0,36.0,36.0,36.0,39.0,36.0,37.0,36.0
1645393272.9979937,37.0,36.0,36.0,36.0,39.0,36.0,37.0,36.0
1645393273.2002144,37.0,36.0,36.0,36.0,39.0,36.0,37.0,36.0
1645393273.4024189,37.0,36.0,36.0,36.0,39.0,36.0,37.0,36.0
1645393273.6045284,37.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393273.8067398,37.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393274.0088828,37.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393274.2109377,37.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393274.4129734,37.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393274.615113,37.0,36.0,35.0,36.0,38.0,36.0,36.0,36.0
1645393274.817317,37.0,36.0,35.0,36.0,38.0,36.0,36.0,36.0
1645393275.0194128,37.0,36.0,35.0,36.0,38.0,36.0,36.0,36.0
1645393275.2214692,37.0,36.0,35.0,36.0,38.0,36.0,36.0,36.0
1645393275.4235344,37.0,36.0,35.0,36.0,38.0,36.0,36.0,36.0
1645393275.6255572,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393275.8277762,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393276.0297637,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393276.231735,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393276.4337082,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393276.6357305,37.0,35.0,36.0,36.0,40.0,36.0,37.0,36.0
1645393276.837941,37.0,35.0,36.0,36.0,40.0,36.0,37.0,36.0
1645393277.0400524,37.0,35.0,36.0,36.0,40.0,36.0,37.0,36.0
1645393277.2421927,37.0,35.0,36.0,36.0,40.0,36.0,37.0,36.0
1645393277.4446092,37.0,35.0,36.0,36.0,40.0,36.0,37.0,36.0
1645393277.646933,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393277.849269,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393278.051413,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393278.2535245,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393278.4555473,37.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0
1645393278.6575239,37.0,36.0,36.0,36.0,38.0,39.0,36.0,36.0
1645393278.8596752,37.0,36.0,36.0,36.0,38.0,39.0,36.0,36.0
1645393279.0616183,37.0,36.0,36.0,36.0,38.0,39.0,36.0,36.0
1645393279.2636914,37.0,36.0,36.0,36.0,38.0,39.0,36.0,36.0
1645393279.4656532,37.0,36.0,36.0,36.0,38.0,39.0,36.0,36.0
1645393279.6676278,37.0,35.0,36.0,36.0,40.0,36.0,37.0,37.0
1645393279.8699994,37.0,35.0,36.0,36.0,40.0,36.0,37.0,37.0
1645393280.0720377,37.0,35.0,36.0,36.0,40.0,36.0,37.0,37.0
1645393280.2741828,37.0,35.0,36.0,36.0,40.0,36.0,37.0,37.0
1645393280.4763367,37.0,35.0,36.0,36.0,40.0,36.0,37.0,37.0
1645393280.678451,37.0,35.0,36.0,36.0,37.0,39.0,36.0,36.0
1645393280.8806303,37.0,35.0,36.0,36.0,37.0,39.0,36.0,36.0
1645393281.082623,37.0,35.0,36.0,36.0,37.0,39.0,36.0,36.0
1645393281.2845774,37.0,35.0,36.0,36.0,37.0,39.0,36.0,36.0
1645393281.486628,37.0,35.0,36.0,36.0,37.0,39.0,36.0,36.0
1645393281.6886332,37.0,36.0,37.0,36.0,40.0,36.0,37.0,36.0
1645393281.8910167,37.0,36.0,37.0,36.0,40.0,36.0,37.0,36.0
1645393282.0930793,37.0,36.0,37.0,36.0,40.0,36.0,37.0,36.0
1645393282.2951128,37.0,36.0,37.0,36.0,40.0,36.0,37.0,36.0
1645393282.497168,37.0,36.0,37.0,36.0,40.0,36.0,37.0,36.0
1645393282.6992028,38.0,35.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393282.901325,38.0,35.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393283.104314,38.0,35.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393283.3063223,38.0,35.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393283.508195,38.0,35.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393283.710093,38.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393283.9122574,38.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393284.1141691,38.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393284.3161616,38.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393284.5181837,38.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393284.7201705,37.0,35.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393284.92231,37.0,35.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393285.1242378,37.0,35.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393285.326275,37.0,35.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393285.5282626,37.0,35.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393285.730143,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393285.9323275,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393286.1343322,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393286.3363218,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393286.5385423,37.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393286.740543,38.0,49.0,37.0,37.0,38.0,38.0,38.0,39.0
1645393286.9427264,38.0,49.0,37.0,37.0,38.0,38.0,38.0,39.0
1645393287.14478,38.0,49.0,37.0,37.0,38.0,38.0,38.0,39.0
1645393287.3468854,38.0,49.0,37.0,37.0,38.0,38.0,38.0,39.0
1645393287.548922,38.0,49.0,37.0,37.0,38.0,38.0,38.0,39.0
1645393287.7513554,37.0,36.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393287.953623,37.0,36.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393288.1556177,37.0,36.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393288.357704,37.0,36.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393288.5599372,37.0,36.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393288.762004,37.0,35.0,36.0,36.0,37.0,36.0,38.0,36.0
1645393288.9642253,37.0,35.0,36.0,36.0,37.0,36.0,38.0,36.0
1645393289.166238,37.0,35.0,36.0,36.0,37.0,36.0,38.0,36.0
1645393289.3681986,37.0,35.0,36.0,36.0,37.0,36.0,38.0,36.0
1645393289.570141,37.0,35.0,36.0,36.0,37.0,36.0,38.0,36.0
1645393289.7721586,37.0,35.0,36.0,37.0,38.0,36.0,37.0,39.0
1645393289.9744296,37.0,35.0,36.0,37.0,38.0,36.0,37.0,39.0
1645393290.1764627,37.0,35.0,36.0,37.0,38.0,36.0,37.0,39.0
1645393290.3785539,37.0,35.0,36.0,37.0,38.0,36.0,37.0,39.0
1645393290.580541,37.0,35.0,36.0,37.0,38.0,36.0,37.0,39.0
1645393290.782493,37.0,35.0,36.0,36.0,38.0,36.0,39.0,36.0
1645393290.9848256,37.0,35.0,36.0,36.0,38.0,36.0,39.0,36.0
1645393291.1870544,37.0,35.0,36.0,36.0,38.0,36.0,39.0,36.0
1645393291.3891423,37.0,35.0,36.0,36.0,38.0,36.0,39.0,36.0
1645393291.5912426,37.0,35.0,36.0,36.0,38.0,36.0,39.0,36.0
1645393291.7932804,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0
1645393291.9953632,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0
1645393292.1972914,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0
1645393292.3992665,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0
1645393292.6012309,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0
1645393292.8033743,36.0,35.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393293.0058475,36.0,35.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393293.2075927,36.0,35.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393293.409614,36.0,35.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393293.6115737,36.0,35.0,36.0,36.0,37.0,36.0,39.0,36.0
1645393293.813496,37.0,36.0,36.0,37.0,38.0,36.0,39.0,36.0
1645393294.0156386,37.0,36.0,36.0,37.0,38.0,36.0,39.0,36.0
1645393294.217503,37.0,36.0,36.0,37.0,38.0,36.0,39.0,36.0
1645393294.4194863,37.0,36.0,36.0,37.0,38.0,36.0,39.0,36.0
1645393294.6214242,37.0,36.0,36.0,37.0,38.0,36.0,39.0,36.0
1645393294.8233798,37.0,36.0,35.0,36.0,38.0,39.0,36.0,36.0
1645393295.0255024,37.0,36.0,35.0,36.0,38.0,39.0,36.0,36.0
1645393295.2274537,37.0,36.0,35.0,36.0,38.0,39.0,36.0,36.0
1645393295.429441,37.0,36.0,35.0,36.0,38.0,39.0,36.0,36.0
1645393295.6313958,37.0,36.0,35.0,36.0,38.0,39.0,36.0,36.0
1645393295.8334432,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393296.0355642,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393296.2375338,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393296.4394464,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393296.6414094,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393296.8433692,37.0,35.0,35.0,36.0,38.0,39.0,37.0,36.0
1645393297.045479,37.0,35.0,35.0,36.0,38.0,39.0,37.0,36.0
1645393297.247441,37.0,35.0,35.0,36.0,38.0,39.0,37.0,36.0
1645393297.44941,37.0,35.0,35.0,36.0,38.0,39.0,37.0,36.0
1645393297.651481,37.0,35.0,35.0,36.0,38.0,39.0,37.0,36.0
1645393297.8537087,39.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393298.056016,39.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393298.2581596,39.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393298.4603472,39.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393298.662453,39.0,35.0,36.0,36.0,37.0,36.0,37.0,36.0
1645393298.8645718,38.0,35.0,35.0,36.0,37.0,36.0,38.0,36.0
1645393299.0668252,38.0,35.0,35.0,36.0,37.0,36.0,38.0,36.0
1645393299.2689323,38.0,35.0,35.0,36.0,37.0,36.0,38.0,36.0
1645393299.4711034,38.0,35.0,35.0,36.0,37.0,36.0,38.0,36.0
1645393299.6732733,38.0,35.0,35.0,36.0,37.0,36.0,38.0,36.0
1645393299.8755116,37.0,35.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393300.0777838,37.0,35.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393300.2797983,37.0,35.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393300.4817827,37.0,35.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393300.6836817,37.0,35.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393300.8856924,37.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0
1645393301.0878127,37.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0
1645393301.2897282,37.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0
1645393301.491674,37.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0
1645393301.6937075,37.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0
1645393301.8956895,37.0,35.0,35.0,36.0,37.0,38.0,36.0,36.0
1645393302.0978017,37.0,35.0,35.0,36.0,37.0,38.0,36.0,36.0
1645393302.2998128,37.0,35.0,35.0,36.0,37.0,38.0,36.0,36.0
1645393302.501622,37.0,35.0,35.0,36.0,37.0,38.0,36.0,36.0
1645393302.7035482,37.0,35.0,35.0,36.0,37.0,38.0,36.0,36.0
1645393302.9055007,37.0,36.0,35.0,36.0,38.0,38.0,37.0,36.0
1645393303.1076844,37.0,36.0,35.0,36.0,38.0,38.0,37.0,36.0
1645393303.3097868,37.0,36.0,35.0,36.0,38.0,38.0,37.0,36.0
1645393303.5121195,37.0,36.0,35.0,36.0,38.0,38.0,37.0,36.0
1645393303.7142487,37.0,36.0,35.0,36.0,38.0,38.0,37.0,36.0
1645393303.9163187,37.0,35.0,36.0,37.0,38.0,39.0,37.0,36.0
1645393304.1186242,37.0,35.0,36.0,37.0,38.0,39.0,37.0,36.0
1645393304.320717,37.0,35.0,36.0,37.0,38.0,39.0,37.0,36.0
1645393304.5227008,37.0,35.0,36.0,37.0,38.0,39.0,37.0,36.0
1645393304.724632,37.0,35.0,36.0,37.0,38.0,39.0,37.0,36.0
1645393304.9266367,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393305.1286352,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393305.3306255,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393305.5326242,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393305.734636,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393305.936733,37.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0
1645393306.138995,37.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0
1645393306.341053,37.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0
1645393306.5430286,37.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0
1645393306.7450767,37.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0
1645393306.9470785,37.0,35.0,35.0,36.0,37.0,39.0,37.0,36.0
1645393307.1493366,37.0,35.0,35.0,36.0,37.0,39.0,37.0,36.0
1645393307.351461,37.0,35.0,35.0,36.0,37.0,39.0,37.0,36.0
1645393307.5534468,37.0,35.0,35.0,36.0,37.0,39.0,37.0,36.0
1645393307.7554266,37.0,35.0,35.0,36.0,37.0,39.0,37.0,36.0
1645393307.9576287,38.0,36.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393308.1598732,38.0,36.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393308.3619592,38.0,36.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393308.5641289,38.0,36.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393308.7661557,38.0,36.0,35.0,37.0,38.0,36.0,37.0,36.0
1645393308.968165,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393309.170339,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393309.3725228,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393309.574607,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393309.776622,37.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0
1645393309.9786255,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393310.1806643,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393310.3825912,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393310.584603,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393310.7866926,37.0,36.0,36.0,36.0,38.0,36.0,37.0,36.0
1645393310.9886265,37.0,35.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393311.1906736,37.0,35.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393311.3926253,37.0,35.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393311.5946832,37.0,35.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393311.7966754,37.0,35.0,36.0,36.0,38.0,38.0,37.0,36.0
1645393311.998622,37.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0
1645393312.2008119,37.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0
1645393312.402592,37.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0
1645393312.6045432,37.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0
1645393312.806579,37.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0
1645393313.0086653,37.0,36.0,36.0,36.0,38.0,35.0,37.0,36.0
1645393313.2109027,37.0,36.0,36.0,36.0,38.0,35.0,37.0,36.0
1645393313.4128976,37.0,36.0,36.0,36.0,38.0,35.0,37.0,36.0
1645393313.6148627,37.0,36.0,36.0,36.0,38.0,35.0,37.0,36.0
1645393313.8169124,37.0,36.0,36.0,36.0,38.0,35.0,37.0,36.0
1645393314.0190012,37.0,35.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393314.2211237,37.0,35.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393314.42324,37.0,35.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393314.6253345,37.0,35.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393314.827502,37.0,35.0,36.0,37.0,37.0,36.0,37.0,36.0
1645393315.0294905,37.0,35.0,36.0,36.0,37.0,36.0,38.0,37.0
1645393315.2316244,37.0,35.0,36.0,36.0,37.0,36.0,38.0,37.0
1645393315.433681,37.0,35.0,36.0,36.0,37.0,36.0,38.0,37.0
1645393315.6356936,37.0,35.0,36.0,36.0,37.0,36.0,38.0,37.0
1645393315.8379629,37.0,35.0,36.0,36.0,37.0,36.0,38.0,37.0
1645393316.0400732,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393316.242233,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393316.4442263,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393316.6462574,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393316.8482606,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393317.0506027,38.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393317.2527268,38.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393317.4548461,38.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393317.6571803,38.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393317.8593957,38.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393318.0615356,38.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393318.2638693,38.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393318.4657838,38.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393318.6678715,38.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393318.8698063,38.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393319.0717907,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393319.2739599,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393319.476004,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393319.6779387,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393319.8798943,37.0,35.0,36.0,35.0,38.0,36.0,37.0,36.0
1645393320.0819259,37.0,36.0,39.0,36.0,38.0,37.0,37.0,36.0
1645393320.2844656,37.0,36.0,39.0,36.0,38.0,37.0,37.0,36.0
1645393320.4864867,37.0,36.0,39.0,36.0,38.0,37.0,37.0,36.0
1645393320.688498,37.0,36.0,39.0,36.0,38.0,37.0,37.0,36.0
1645393320.8907082,37.0,36.0,39.0,36.0,38.0,37.0,37.0,36.0
1645393321.092807,37.0,36.0,36.0,35.0,37.0,36.0,37.0,39.0
1645393321.295142,37.0,36.0,36.0,35.0,37.0,36.0,37.0,39.0
1645393321.4972324,37.0,36.0,36.0,35.0,37.0,36.0,37.0,39.0
1645393321.6993716,37.0,36.0,36.0,35.0,37.0,36.0,37.0,39.0
1645393321.9015143,37.0,36.0,36.0,35.0,37.0,36.0,37.0,39.0
1645393322.103532,37.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393322.3057432,37.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393322.5077376,37.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393322.7097456,37.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393322.912083,37.0,36.0,35.0,36.0,38.0,36.0,37.0,36.0
1645393323.1141005,37.0,36.0,36.0,38.0,38.0,36.0,36.0,37.0
1645393323.3164573,37.0,36.0,36.0,38.0,38.0,36.0,36.0,37.0
1645393323.5185037,37.0,36.0,36.0,38.0,38.0,36.0,36.0,37.0
1645393323.7204943,37.0,36.0,36.0,38.0,38.0,36.0,36.0,37.0
1645393323.9224985,37.0,36.0,36.0,38.0,38.0,36.0,36.0,37.0
1645393324.1245534,38.0,36.0,36.0,36.0,38.0,36.0,36.0,37.0
1645393324.326737,38.0,36.0,36.0,36.0,38.0,36.0,36.0,37.0
1645393324.5287454,38.0,36.0,36.0,36.0,38.0,36.0,36.0,37.0
1645393324.73079,38.0,36.0,36.0,36.0,38.0,36.0,36.0,37.0
1645393324.9328709,38.0,36.0,36.0,36.0,38.0,36.0,36.0,37.0
1645393325.134846,37.0,35.0,37.0,36.0,38.0,35.0,37.0,36.0
1645393325.3370194,37.0,35.0,37.0,36.0,38.0,35.0,37.0,36.0
1645393325.5390375,37.0,35.0,37.0,36.0,38.0,35.0,37.0,36.0
1645393325.741182,37.0,35.0,37.0,36.0,38.0,35.0,37.0,36.0
1645393325.943336,37.0,35.0,37.0,36.0,38.0,35.0,37.0,36.0
1645393326.14546,38.0,35.0,35.0,36.0,37.0,36.0,36.0,37.0
1645393326.3476946,38.0,35.0,35.0,36.0,37.0,36.0,36.0,37.0
1645393326.5497057,38.0,35.0,35.0,36.0,37.0,36.0,36.0,37.0
1645393326.751706,38.0,35.0,35.0,36.0,37.0,36.0,36.0,37.0
1645393326.9536705,38.0,35.0,35.0,36.0,37.0,36.0,36.0,37.0
1645393327.1556666,37.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
1645393327.357846,37.0,36.0,35.0,36.0,38.0,36.0,37.0,37.0
