time,total_packets
1645402494.7937777,6383006
1645402494.9950016,6383006
1645402495.1962545,6383008
1645402495.3974493,6383008
1645402495.59864,6383009
1645402495.79983,6383010
1645402496.001006,6383010
1645402496.202244,6383010
1645402496.403462,6383010
1645402496.6046503,6383010
1645402496.8058348,6383012
1645402497.0070162,6383015
1645402497.2082417,6383015
1645402497.4094236,6383015
1645402497.6106117,6383015
1645402497.8117406,6383016
1645402498.0129197,6383017
1645402498.2141533,6383019
1645402498.4153504,6383019
1645402498.6165373,6383019
1645402498.8177087,6383021
1645402499.0188587,6383023
1645402499.2200346,6383023
1645402499.42123,6383024
1645402499.622421,6383026
1645402499.8236108,6383028
1645402500.0248263,6383030
1645402500.2262805,6383030
1645402500.4275339,6383030
1645402500.628754,6383032
1645402500.8298435,6383033
1645402501.0310357,6383034
1645402501.2323222,6383034
1645402501.4335394,6383034
1645402501.634729,6383034
1645402501.8359118,6383035
1645402502.0371642,6383035
1645402502.2383509,6383035
1645402502.4395695,6383035
1645402502.640751,6383036
1645402502.8419309,6383037
1645402503.0431616,6383037
1645402503.2443435,6383037
1645402503.4455562,6383037
1645402503.6467397,6383037
1645402503.8479223,6383038
1645402504.0491652,6383038
1645402504.250356,6383038
1645402504.4515686,6383038
1645402504.652757,6383039
1645402504.8539367,6383040
1645402505.0551634,6383104
1645402505.256615,6383104
1645402505.4578075,6383105
1645402505.6589875,6383105
1645402505.8601868,6383106
1645402506.0613852,6383106
1645402506.262593,6383106
1645402506.463779,6383106
1645402506.6649566,6383107
1645402506.8661606,6383108
1645402507.067394,6383109
1645402507.268617,6383110
1645402507.4697978,6383110
1645402507.6709728,6383110
1645402507.8721628,6383111
1645402508.0733507,6383111
1645402508.2745707,6383112
1645402508.475751,6383112
1645402508.676976,6383114
1645402508.878174,6383116
1645402509.079402,6383117
1645402509.2805767,6383117
1645402509.4817624,6383118
1645402509.6829526,6383118
1645402509.8840978,6383119
1645402510.0855176,6383119
1645402510.2868054,6383119
1645402510.4879923,6383120
1645402510.6891916,6383120
1645402510.8904793,6383121
1645402511.0916827,6383122
1645402511.2928684,6383122
1645402511.4940546,6383122
1645402511.6952455,6383122
1645402511.8964388,6383123
1645402512.09762,6383123
1645402512.298804,6383123
1645402512.4999957,6383123
1645402512.7011755,6383123
1645402512.902359,6383139
1645402513.1035905,6383139
1645402513.304834,6383139
1645402513.5060432,6383139
1645402513.7072885,6383139
1645402513.908542,6383140
1645402514.1097653,6383140
1645402514.3108904,6383141
1645402514.5120842,6383142
1645402514.7133276,6383142
1645402514.9145508,6383143
1645402515.1157837,6383143
1645402515.3168843,6383143
1645402515.5180879,6383144
1645402515.7193189,6383144
1645402515.9206097,6383145
1645402516.1218448,6383145
1645402516.323054,6383145
1645402516.5242712,6383145
1645402516.7255034,6383146
1645402516.9266725,6383147
1645402517.1278381,6383147
1645402517.3289962,6383148
1645402517.5304065,6383148
1645402517.7315824,6383149
1645402517.932758,6383149
1645402518.133952,6383149
1645402518.3351765,6383149
1645402518.536382,6383149
1645402518.737634,6383151
1645402518.938825,6383153
1645402519.1404183,6383153
1645402519.3415842,6383153
1645402519.5427582,6383154
1645402519.743922,6383155
1645402519.94509,6383155
1645402520.1462655,6383155
1645402520.3474572,6383155
1645402520.5486238,6383156
1645402520.7498312,6383157
1645402520.95102,6383157
1645402521.1522021,6383157
1645402521.3533788,6383157
1645402521.5545518,6383157
1645402521.7557158,6383158
1645402521.9568863,6383158
1645402522.1580505,6383158
1645402522.3592224,6383158
1645402522.5603943,6383158
1645402522.7615688,6383159
1645402522.9627357,6383159
1645402523.1639137,6383159
1645402523.3650842,6383159
1645402523.566255,6383159
1645402523.767427,6383160
1645402523.9685266,6383160
1645402524.169735,6383160
1645402524.3708928,6383160
1645402524.5720546,6383161
1645402524.7732327,6383162
1645402524.9745872,6383162
1645402525.1757889,6383162
1645402525.3769517,6383162
1645402525.5780156,6383163
1645402525.7791123,6383164
1645402525.9803398,6383164
1645402526.1815953,6383164
1645402526.3828025,6383164
1645402526.583973,6383164
1645402526.7851863,6383165
1645402526.9864206,6383165
1645402527.187599,6383165
1645402527.3887825,6383165
1645402527.589967,6383165
1645402527.791132,6383166
1645402527.992303,6383166
1645402528.1935248,6383166
1645402528.3946943,6383166
1645402528.5958574,6383166
1645402528.7970195,6383167
1645402528.9981968,6383168
1645402529.1993766,6383168
1645402529.4005454,6383168
1645402529.601678,6383169
1645402529.8028588,6383170
1645402530.0040233,6383170
1645402530.2052536,6383172
1645402530.4064329,6383172
1645402530.607611,6383173
1645402530.80878,6383174
1645402531.009942,6383174
1645402531.2111201,6383174
1645402531.4122918,6383174
1645402531.6134675,6383174
1645402531.814634,6383175
1645402532.0158393,6383175
1645402532.2169986,6383175
1645402532.4181738,6383175
1645402532.6193442,6383175
1645402532.8205574,6383176
1645402533.0217202,6383176
1645402533.2229195,6383176
1645402533.4241068,6383176
1645402533.6253412,6383176
1645402533.8265476,6383177
1645402534.0277085,6383177
1645402534.2289047,6383179
1645402534.4300606,6383179
1645402534.6313052,6383180
1645402534.8325613,6383181
1645402535.0337229,6383181
1645402535.2348955,6383181
1645402535.4360301,6383181
1645402535.6372688,6383182
1645402535.8384986,6383183
1645402536.039669,6383183
1645402536.2408435,6383183
1645402536.4420033,6383183
1645402536.6431746,6383183
1645402536.8443422,6383184
1645402537.045597,6383184
1645402537.2467778,6383184
1645402537.4479592,6383184
1645402537.649183,6383185
1645402537.8503497,6383186
1645402538.0515776,6383186
1645402538.2527485,6383187
1645402538.4539275,6383187
1645402538.6551774,6383188
1645402538.8563523,6383189
1645402539.0575206,6383190
1645402539.2586913,6383190
1645402539.459848,6383190
1645402539.66096,6383191
1645402539.8621974,6383193
1645402540.0633776,6383193
1645402540.2645912,6383193
1645402540.4658184,6383193
1645402540.6669593,6383194
1645402540.8681736,6383195
1645402541.0694063,6383195
1645402541.270571,6383195
1645402541.4717314,6383195
1645402541.6728947,6383196
1645402541.8740766,6383197
1645402542.0752492,6383197
1645402542.2764192,6383197
1645402542.477619,6383197
1645402542.6788177,6383197
1645402542.8799453,6383198
1645402543.08108,6383198
1645402543.2823198,6383199
1645402543.4835124,6383199
1645402543.6847057,6383199
1645402543.8858697,6383200
1645402544.087045,6383200
1645402544.2882216,6383200
1645402544.4893785,6383201
1645402544.690615,6383201
1645402544.8917923,6383202
1645402545.0929527,6383202
1645402545.2941854,6383202
1645402545.4953616,6383203
1645402545.6965768,6383203
1645402545.8977582,6383205
1645402546.0988588,6383205
1645402546.3000522,6383205
1645402546.5012498,6383205
1645402546.702432,6383205
1645402546.9036064,6383206
1645402547.1047802,6383206
1645402547.305951,6383206
1645402547.5071652,6383206
1645402547.708346,6383206
1645402547.9095242,6383207
1645402548.1107142,6383207
1645402548.31184,6383207
1645402548.5130186,6383207
1645402548.714254,6383209
1645402548.9154768,6383210
1645402549.1166525,6383212
1645402549.318374,6383212
1645402549.519566,6383213
1645402549.7207408,6383213
1645402549.921909,6383214
1645402550.1230881,6383214
1645402550.324276,6383214
1645402550.5254734,6383215
1645402550.7266748,6383215
1645402550.9278657,6383216
1645402551.1290536,6383216
1645402551.330239,6383216
1645402551.5314543,6383216
1645402551.7326484,6383217
1645402551.9338248,6383217
1645402552.135,6383217
1645402552.3363044,6383217
1645402552.5375662,6383217
1645402552.7387455,6383218
1645402552.9399176,6383218
1645402553.1411645,6383218
1645402553.3423615,6383218
1645402553.54355,6383218
1645402553.7447329,6383219
1645402553.945905,6383219
1645402554.1470928,6383219
1645402554.3483334,6383219
1645402554.5495627,6383220
1645402554.750755,6383221
1645402554.9521675,6383221
1645402555.153391,6383221
1645402555.354583,6383221
1645402555.5557709,6383222
1645402555.7568407,6383223
1645402555.9580247,6383223
1645402556.159268,6383223
1645402556.360456,6383223
1645402556.5616353,6383223
1645402556.7628157,6383224
1645402556.963981,6383224
1645402557.1652198,6383224
1645402557.366442,6383224
1645402557.567624,6383224
1645402557.76881,6383225
1645402557.969992,6383225
1645402558.1712108,6383225
1645402558.3724499,6383225
1645402558.573635,6383225
1645402558.7748156,6383226
1645402558.9759982,6383227
1645402559.177196,6383227
1645402559.3784044,6383227
1645402559.5795896,6383228
1645402559.780776,6383229
1645402559.9819524,6383229
1645402560.183167,6383231
1645402560.3845122,6383231
1645402560.5857785,6383232
1645402560.786973,6383233
1645402560.9882152,6383233
1645402561.189443,6383233
1645402561.390635,6383233
1645402561.5918105,6383233
1645402561.7929883,6383234
1645402561.9942236,6383234
1645402562.1954625,6383234
1645402562.3966453,6383234
1645402562.5978277,6383234
1645402562.7990005,6383235
1645402563.000187,6383235
1645402563.2014093,6383235
1645402563.402597,6383235
1645402563.6037517,6383235
1645402563.8049278,6383236
1645402564.0061579,6383236
1645402564.207379,6383236
1645402564.408589,6383236
1645402564.6097808,6383237
1645402564.810897,6383238
1645402565.0120106,6383238
1645402565.213268,6383238
1645402565.4144595,6383238
1645402565.6156435,6383239
1645402565.81683,6383240
1645402566.017978,6383240
1645402566.2191763,6383240
1645402566.420421,6383240
1645402566.6216044,6383240
1645402566.822789,6383241
1645402567.0239007,6383241
1645402567.225077,6383241
1645402567.4263124,6383253
1645402567.627544,6383253
1645402567.8287191,6383254
1645402568.029894,6383254
1645402568.2310786,6383255
1645402568.4323065,6383255
1645402568.633497,6383257
1645402568.8346734,6383258
1645402569.0358841,6383259
1645402569.237065,6383260
1645402569.4382489,6383260
1645402569.6394334,6383262
1645402569.8406239,6383264
1645402570.0418077,6383266
1645402570.2431676,6383266
1645402570.4444041,6383266
1645402570.6455967,6383267
1645402570.846897,6383268
1645402571.0481653,6383270
1645402571.2493973,6383270
1645402571.4505723,6383270
1645402571.6517553,6383270
1645402571.8529365,6383272
1645402572.0541573,6383273
1645402572.2553482,6383273
1645402572.4565597,6383273
1645402572.6577437,6383273
1645402572.8589187,6383274
1645402573.0601633,6383274
1645402573.261347,6383286
1645402573.4625666,6383286
1645402573.66374,6383286
1645402573.8649256,6383287
1645402574.066162,6383289
1645402574.2673457,6383289
1645402574.4686062,6383290
1645402574.6697927,6383291
1645402574.8709607,6383294
1645402575.0721571,6383295
1645402575.2733383,6383296
1645402575.4745574,6383297
1645402575.675771,6383298
1645402575.8769531,6383299
1645402576.0781703,6383301
1645402576.2793605,6383301
1645402576.480575,6383301
1645402576.6817544,6383301
1645402576.8829067,6383302
1645402577.08399,6383302
1645402577.2851882,6383302
1645402577.4863634,6383303
1645402577.6878572,6383303
1645402577.8890386,6383304
1645402578.0902255,6383305
1645402578.2914386,6383305
1645402578.4926264,6383305
1645402578.6938047,6383306
1645402578.8949807,6383307
1645402579.096228,6383309
1645402579.2979305,6383309
1645402579.49916,6383310
1645402579.7004,6383310
1645402579.9016187,6383311
1645402580.1028037,6383311
1645402580.3039286,6383311
1645402580.5051622,6383311
1645402580.7063947,6383312
1645402580.9075804,6383313
1645402581.1087546,6383313
1645402581.309935,6383315
1645402581.5111601,6383315
1645402581.7123458,6383315
1645402581.913559,6383316
1645402582.1147437,6383317
1645402582.3159304,6383317
1645402582.517161,6383317
1645402582.7183895,6383317
1645402582.919618,6383319
1645402583.1208065,6383320
1645402583.3219655,6383320
1645402583.5231602,6383320
1645402583.7243392,6383320
1645402583.9255934,6383321
1645402584.126772,6383321
1645402584.3279512,6383321
1645402584.5291655,6383322
1645402584.7303674,6383323
1645402584.9317157,6383323
1645402585.13294,6383323
1645402585.3341506,6383323
1645402585.5353217,6383324
1645402585.73655,6383325
1645402585.9377215,6383325
1645402586.1388972,6383325
1645402586.340075,6383325
1645402586.5412385,6383325
1645402586.7425234,6383326
1645402586.9437025,6383326
1645402587.1448817,6383326
1645402587.3460565,6383326
1645402587.5472581,6383326
1645402587.7485204,6383327
1645402587.9497,6383327
1645402588.1508827,6383327
1645402588.352069,6383327
1645402588.5532587,6383327
1645402588.7544434,6383328
1645402588.9556262,6383328
1645402589.156806,6383329
1645402589.3579834,6383329
1645402589.5591784,6383330
1645402589.7603686,6383331
1645402589.9615893,6383331
1645402590.1627705,6383333
1645402590.3638768,6383333
1645402590.5651174,6383334
1645402590.7662954,6383335
1645402590.96751,6383335
1645402591.1686964,6383336
1645402591.369843,6383337
1645402591.5710158,6383337
1645402591.7721753,6383338
1645402591.9734507,6383338
1645402592.1746337,6383339
1645402592.3758144,6383340
1645402592.5768352,6383340
1645402592.777841,6383341
1645402592.9788325,6383341
1645402593.1798313,6383342
1645402593.3808308,6383342
1645402593.5818331,6383342
1645402593.7828405,6383343
1645402593.984024,6383343
1645402594.185254,6383344
1645402594.3864858,6383344
1645402594.5876856,6383345
1645402594.7888339,6383346
1645402594.990009,6383346
1645402595.1910996,6383347
1645402595.3922796,6383348
1645402595.5935194,6383349
1645402595.7947009,6383350
1645402595.9958923,6383350
1645402596.1970704,6383351
1645402596.3982642,6383351
1645402596.5994475,6383351
1645402596.800598,6383352
1645402597.0018218,6383352
1645402597.2029965,6383353
1645402597.4042258,6383353
1645402597.6054456,6383353
1645402597.8065934,6383355
1645402598.0078135,6383355
1645402598.2089894,6383357
1645402598.4102242,6383357
1645402598.6114109,6383358
1645402598.812624,6383359
1645402599.01383,6383360
1645402599.2150197,6383360
1645402599.4162083,6383360
1645402599.6174352,6383361
1645402599.8186145,6383362
1645402600.0197928,6383362
1645402600.2209623,6383362
1645402600.4221573,6383362
1645402600.623387,6383363
1645402600.824578,6383365
1645402601.025758,6383365
1645402601.2269368,6383365
1645402601.4281619,6383365
1645402601.6293926,6383367
1645402601.8306062,6383368
1645402602.031792,6383368
1645402602.2329628,6383368
1645402602.434159,6383368
1645402602.6353788,6383368
1645402602.8365972,6383369
1645402603.0377758,6383369
1645402603.2389576,6383369
1645402603.440155,6383369
1645402603.6414225,6383369
1645402603.842605,6383370
1645402604.0437949,6383370
1645402604.2449753,6383371
1645402604.4461653,6383372
1645402604.6473465,6383373
1645402604.8485272,6383374
1645402605.0496318,6383374
1645402605.2508094,6383375
1645402605.4519887,6383375
1645402605.6531684,6383376
1645402605.8543487,6383377
1645402606.05555,6383377
1645402606.256772,6383377
1645402606.457951,6383377
1645402606.6591547,6383377
1645402606.8603802,6383378
1645402607.0615895,6383378
1645402607.262763,6383378
1645402607.4639404,6383378
1645402607.6651578,6383378
1645402607.8663514,6383379
1645402608.067565,6383380
1645402608.2687378,6383380
1645402608.4699216,6383380
1645402608.6711025,6383382
1645402608.8722908,6383383
1645402609.0735607,6383383
1645402609.2747364,6383384
1645402609.4762974,6383385
1645402609.677551,6383385
1645402609.8787353,6383386
1645402610.079906,6383387
1645402610.2810838,6383388
1645402610.4822721,6383388
1645402610.683455,6383389
1645402610.8846498,6383390
1645402611.0858407,6383390
1645402611.287018,6383390
1645402611.488252,6383390
1645402611.6894772,6383390
1645402611.8906596,6383391
1645402612.0918381,6383391
1645402612.2930138,6383391
1645402612.4942365,6383391
1645402612.6954732,6383391
1645402612.8966556,6383392
1645402613.0978348,6383392
1645402613.2990193,6383392
1645402613.500331,6383392
1645402613.701597,6383392
1645402613.9027722,6383393
1645402614.103949,6383393
1645402614.3051686,6383393
1645402614.5063977,6383394
1645402614.707597,6383394
1645402614.9089081,6383395
1645402615.1101484,6383395
1645402615.3113444,6383395
1645402615.5125895,6383395
1645402615.713782,6383396
1645402615.9149647,6383397
1645402616.1161592,6383397
1645402616.3173678,6383397
1645402616.518344,6383397
1645402616.7196128,6383397
1645402616.9207835,6383398
1645402617.12194,6383398
1645402617.3231578,6383398
1645402617.5242832,6383398
1645402617.7255235,6383398
1645402617.9267142,6383399
1645402618.1278498,6383400
1645402618.3290255,6383400
1645402618.5302536,6383400
1645402618.7314482,6383401
1645402618.9326272,6383401
1645402619.1338115,6383401
1645402619.3349586,6383401
1645402619.5361705,6383402
1645402619.737402,6383403
1645402619.938597,6383403
1645402620.1397967,6383405
1645402620.341255,6383405
1645402620.5424771,6383405
1645402620.7436826,6383408
1645402620.9448755,6383408
1645402621.1460762,6383408
1645402621.3472695,6383408
1645402621.548457,6383408
1645402621.7496545,6383410
1645402621.9508436,6383410
1645402622.1520274,6383410
1645402622.353222,6383410
1645402622.5544112,6383410
1645402622.7556112,6383411
1645402622.956802,6383411
1645402623.1579874,6383411
1645402623.3592517,6383411
1645402623.5604491,6383411
1645402623.761639,6383412
1645402623.9627936,6383412
1645402624.1638384,6383412
1645402624.364833,6383412
1645402624.565832,6383413
1645402624.767014,6383414
1645402624.9682033,6383414
1645402625.1693943,6383415
1645402625.3705823,6383415
1645402625.5717752,6383416
1645402625.7729838,6383417
1645402625.9742162,6383417
1645402626.175412,6383417
1645402626.3765934,6383417
1645402626.5777845,6383417
1645402626.778906,6383418
1645402626.9800925,6383418
1645402627.1812854,6383418
1645402627.382481,6383419
1645402627.5836594,6383419
1645402627.78485,6383420
1645402627.9860258,6383420
1645402628.1872528,6383422
1645402628.3885276,6383422
1645402628.5897121,6383423
1645402628.7908437,6383425
1645402628.992019,6383425
1645402629.1932461,6383425
1645402629.3944378,6383425
1645402629.5956345,6383426
1645402629.7968194,6383428
1645402629.998,6383429
1645402630.1993158,6383429
1645402630.4005313,6383429
1645402630.6018045,6383430
1645402630.8028412,6383431
1645402631.0040488,6383431
1645402631.2051926,6383431
1645402631.406443,6383431
1645402631.6076293,6383431
1645402631.8088171,6383432
1645402632.0100012,6383432
1645402632.2112467,6383432
1645402632.4124436,6383432
1645402632.613629,6383432
1645402632.8148134,6383433
1645402633.0159936,6383433
1645402633.217194,6383433
1645402633.4183927,6383434
1645402633.6195803,6383434
1645402633.820773,6383435
1645402634.0219562,6383436
1645402634.2231777,6383436
1645402634.4243627,6383436
1645402634.625548,6383437
1645402634.8267248,6383438
1645402635.0279133,6383438
1645402635.2291563,6383438
1645402635.4303534,6383438
1645402635.6316142,6383439
1645402635.8328218,6383440
1645402636.0339901,6383440
1645402636.2351012,6383440
1645402636.4362552,6383440
1645402636.6374989,6383440
1645402636.838566,6383441
1645402637.0397415,6383441
1645402637.2409182,6383441
1645402637.4421036,6383441
1645402637.6433399,6383442
1645402637.8451095,6383443
1645402638.0463605,6383444
1645402638.247538,6383444
1645402638.4487062,6383444
1645402638.6498842,6383445
1645402638.8510582,6383446
1645402639.052161,6383446
1645402639.2534115,6383447
1645402639.4549005,6383447
1645402639.656091,6383448
1645402639.8573186,6383449
1645402640.0585418,6383449
1645402640.2597122,6383449
1645402640.4608972,6383449
1645402640.6620874,6383450
1645402640.8633392,6383451
1645402641.0645926,6383451
1645402641.2657557,6383451
1645402641.4669173,6383451
1645402641.6680915,6383451
1645402641.8692598,6383452
1645402642.070462,6383452
1645402642.2716367,6383452
1645402642.4728446,6383452
1645402642.674006,6383452
1645402642.8751717,6383453
1645402643.0763955,6383453
1645402643.2775698,6383453
1645402643.4787567,6383453
1645402643.679848,6383454
1645402643.8810213,6383457
1645402644.0821927,6383457
1645402644.2833645,6383457
1645402644.4845347,6383458
1645402644.6857147,6383458
1645402644.886993,6383461
1645402645.0881987,6383461
1645402645.2894154,6383461
1645402645.4906251,6383461
1645402645.6918101,6383462
1645402645.8929949,6383463
1645402646.0942035,6383463
1645402646.2954245,6383464
1645402646.4966261,6383464
1645402646.6978076,6383464
1645402646.8989704,6383465
1645402647.1001515,6383465
1645402647.3013325,6383465
1645402647.5025356,6383465
1645402647.703708,6383465
1645402647.9049032,6383468
1645402648.1060839,6383470
1645402648.3073287,6383470
1645402648.5085268,6383470
1645402648.7096956,6383471
1645402648.9108617,6383472
1645402649.1119187,6383473
1645402649.313206,6383475
1645402649.5143764,6383477
1645402649.7155542,6383477
1645402649.91672,6383478
1645402650.1179025,6383480
1645402650.3191783,6383481
1645402650.5203502,6383481
1645402650.7215688,6383482
1645402650.9227302,6383484
1645402651.1238801,6383484
1645402651.324834,6383484
1645402651.5259957,6383484
1645402651.7271757,6383485
1645402651.9283466,6383485
1645402652.1295526,6383485
1645402652.3307216,6383486
1645402652.5318909,6383487
1645402652.733052,6383488
1645402652.9342473,6383488
1645402653.1354742,6383488
1645402653.336639,6383488
1645402653.5378056,6383488
1645402653.7389677,6383489
1645402653.9401896,6383489
1645402654.141367,6383489
1645402654.3425403,6383489
1645402654.5437064,6383490
1645402654.7448409,6383491
1645402654.946019,6383491
1645402655.1471918,6383491
1645402655.348423,6383491
1645402655.5495892,6383491
1645402655.750769,6383493
1645402655.9519331,6383493
1645402656.1531122,6383493
1645402656.3542879,6383495
1645402656.5554504,6383495
1645402656.7566185,6383496
1645402656.9577897,6383498
1645402657.1589544,6383498
1645402657.3601787,6383498
1645402657.561353,6383498
1645402657.7625444,6383499
1645402657.9637105,6383499
1645402658.1648812,6383500
1645402658.366053,6383501
1645402658.5672216,6383501
1645402658.7683976,6383503
1645402658.9695826,6383504
1645402659.1707594,6383504
1645402659.371931,6383504
1645402659.5731037,6383505
1645402659.7742813,6383506
1645402659.9754555,6383506
1645402660.176627,6383506
1645402660.3778222,6383506
1645402660.5789895,6383506
1645402660.7801723,6383508
1645402660.981396,6383508
1645402661.1825955,6383508
1645402661.3837671,6383508
1645402661.58493,6383508
1645402661.7859929,6383509
1645402661.9871573,6383509
1645402662.1883974,6383510
1645402662.3895652,6383510
1645402662.5907602,6383510
1645402662.79193,6383511
1645402662.9931617,6383511
1645402663.194389,6383511
1645402663.3955886,6383511
1645402663.5967875,6383519
1645402663.7983172,6383525
1645402663.9996088,6383525
1645402664.2007837,6383525
1645402664.4019513,6383525
1645402664.603074,6383526
1645402664.804261,6383527
1645402665.005502,6383527
1645402665.206666,6383527
1645402665.4078372,6383527
1645402665.608835,6383528
1645402665.8100002,6383531
1645402666.0111704,6383531
1645402666.2123604,6383531
1645402666.41354,6383531
1645402666.6147113,6383531
1645402666.8158066,6383532
1645402667.0169933,6383533
1645402667.2181585,6383533
1645402667.4193282,6383533
1645402667.6205547,6383533
1645402667.821648,6383534
1645402668.0228713,6383535
1645402668.2240307,6383536
1645402668.425209,6383536
1645402668.6264195,6383538
1645402668.8275988,6383539
1645402669.0287743,6383540
1645402669.229928,6383540
1645402669.431096,6383541
1645402669.6326034,6383542
1645402669.8338192,6383543
1645402670.035022,6383544
1645402670.2362623,6383544
1645402670.4375088,6383544
1645402670.6386926,6383545
1645402670.8399248,6383546
1645402671.0410888,6383547
1645402671.2423263,6383547
1645402671.4435523,6383547
1645402671.644719,6383547
1645402671.8459184,6383548
1645402672.047081,6383548
1645402672.2482567,6383548
1645402672.4494445,6383548
1645402672.6506212,6383548
1645402672.851801,6383549
1645402673.0529673,6383549
1645402673.2541678,6383549
1645402673.4554055,6383549
1645402673.6565895,6383549
1645402673.8577619,6383550
1645402674.0589237,6383550
1645402674.260095,6383550
1645402674.461277,6383550
1645402674.662446,6383551
1645402674.8638463,6383552
1645402675.065181,6383552
1645402675.2664409,6383552
1645402675.4676208,6383552
1645402675.6688316,6383553
1645402675.870019,6383554
1645402676.0712676,6383554
1645402676.2724345,6383554
1645402676.4736085,6383554
1645402676.6747737,6383554
1645402676.875954,6383555
1645402677.077179,6383555
1645402677.2783499,6383555
1645402677.4795485,6383555
1645402677.6807241,6383555
1645402677.8817341,6383556
1645402678.0828514,6383556
1645402678.283835,6383557
1645402678.4848354,6383557
1645402678.6860032,6383557
1645402678.8871562,6383558
1645402679.0883937,6383558
1645402679.2895648,6383558
1645402679.4907393,6383559
1645402679.6919096,6383559
1645402679.8930926,6383560
1645402680.0942674,6383562
1645402680.2956576,6383563
1645402680.4968352,6383563
1645402680.6980095,6383564
1645402680.8992496,6383565
1645402681.1004949,6383565
1645402681.3016672,6383565
1645402681.5028374,6383565
1645402681.7040002,6383565
1645402681.9051895,6383566
1645402682.10637,6383566
1645402682.307544,6383566
1645402682.5087113,6383566
1645402682.7099018,6383566
1645402682.911086,6383567
1645402683.112245,6383567
1645402683.313475,6383567
1645402683.514645,6383567
1645402683.7158134,6383567
1645402683.9169996,6383568
1645402684.1182294,6383570
1645402684.3194065,6383570
1645402684.5205805,6383571
1645402684.7217476,6383571
1645402684.922833,6383572
1645402685.1240003,6383573
1645402685.3252356,6383573
1645402685.5264149,6383573
1645402685.7275865,6383575
1645402685.9287887,6383575
1645402686.1298823,6383575
1645402686.3310559,6383575
1645402686.5322263,6383575
1645402686.7334044,6383576
1645402686.9345784,6383577
1645402687.1357064,6383577
1645402687.3368635,6383577
1645402687.538025,6383577
1645402687.7392008,6383578
1645402687.940368,6383580
1645402688.141566,6383581
1645402688.342733,6383582
1645402688.5439026,6383582
1645402688.7450824,6383585
1645402688.9462576,6383585
1645402689.1474652,6383585
1645402689.3486292,6383585
1645402689.5498016,6383586
1645402689.750869,6383587
1645402689.9520273,6383588
1645402690.1533525,6383588
1645402690.3545854,6383588
1645402690.555796,6383588
1645402690.7568636,6383590
1645402690.9581764,6383590
1645402691.159434,6383591
1645402691.3606215,6383591
1645402691.5618289,6383591
1645402691.7629888,6383592
1645402691.9641876,6383592
1645402692.1654246,6383592
1645402692.366603,6383592
1645402692.5677686,6383592
1645402692.7689266,6383593
1645402692.9701633,6383594
1645402693.1714077,6383594
1645402693.3725843,6383594
1645402693.5737576,6383594
1645402693.7749243,6383595
1645402693.9761052,6383596
1645402694.1772985,6383596
1645402694.3785224,6383596
1645402694.5797076,6383597
1645402694.780877,6383598
1645402694.982046,6383598
1645402695.1832335,6383598
1645402695.384508,6383598
1645402695.5856879,6383598
1645402695.7868414,6383600
1645402695.9880216,6383600
1645402696.1891968,6383600
1645402696.3903983,6383600
1645402696.5915787,6383600
1645402696.7927659,6383601
1645402696.9938731,6383601
1645402697.1950362,6383601
1645402697.3962083,6383601
1645402697.5974274,6383601
1645402697.7985947,6383603
1645402698.0007699,6383603
1645402698.2019355,6383604
1645402698.4030704,6383604
1645402698.6042542,6383604
1645402698.8054845,6383606
1645402699.0066462,6383606
1645402699.2078233,6383606
1645402699.40895,6383607
1645402699.6106758,6383608
1645402699.8118353,6383609
1645402700.0130017,6383609
1645402700.2142315,6383609
1645402700.4154081,6383609
1645402700.6165764,6383609
1645402700.8177497,6383611
1645402701.0189161,6383611
1645402701.2200897,6383611
1645402701.421281,6383611
1645402701.6224725,6383611
1645402701.8236449,6383612
1645402702.0248156,6383612
1645402702.2259812,6383613
1645402702.4271948,6383613
1645402702.6283855,6383613
1645402702.8295527,6383614
1645402703.030725,6383614
1645402703.2319784,6383614
1645402703.4331608,6383614
1645402703.634351,6383614
1645402703.8356063,6383615
1645402704.036814,6383615
1645402704.2379792,6383615
1645402704.439193,6383615
1645402704.6403928,6383616
1645402704.8415809,6383617
1645402705.0429363,6383617
1645402705.2442715,6383617
1645402705.445487,6383617
1645402705.6467407,6383618
1645402705.8479784,6383619
1645402706.0491586,6383619
1645402706.250378,6383621
1645402706.45156,6383621
1645402706.652748,6383621
1645402706.8539288,6383622
1645402707.0551693,6383622
1645402707.2563856,6383622
1645402707.4575906,6383622
1645402707.6587944,6383622
1645402707.8600008,6383623
1645402708.0611877,6383625
1645402708.2624295,6383625
1645402708.463602,6383625
1645402708.664778,6383625
1645402708.8659377,6383626
1645402709.0671616,6383626
1645402709.268341,6383626
1645402709.4695117,6383627
1645402709.670722,6383627
1645402709.8718362,6383628
1645402710.0729961,6383630
1645402710.2741911,6383630
1645402710.4753783,6383630
1645402710.6765852,6383631
1645402710.877772,6383632
1645402711.0789368,6383632
1645402711.2801638,6383632
1645402711.4813547,6383633
1645402711.682541,6383633
1645402711.8837032,6383634
1645402712.084838,6383634
1645402712.286024,6383634
1645402712.4871945,6383634
1645402712.688372,6383634
1645402712.8895738,6383635
1645402713.0907385,6383635
1645402713.2919207,6383635
1645402713.4930906,6383635
1645402713.694283,6383635
1645402713.895454,6383637
1645402714.0966241,6383637
1645402714.2978046,6383637
1645402714.4989655,6383639
1645402714.700184,6383639
1645402714.9013376,6383640
1645402715.102505,6383640
1645402715.3037248,6383640
