time,ping
1644039431.9721665,0.265 ms
1644039432.1743486,0.186 ms
1644039432.3764458,0.187 ms
1644039432.578634,0.264 ms
1644039432.780939,0.228 ms
1644039432.9830117,0.259 ms
1644039433.1851683,0.246 ms
1644039433.3874078,0.184 ms
1644039433.5896525,0.264 ms
1644039433.7918622,0.208 ms
1644039433.9940178,0.266 ms
1644039434.1960955,0.216 ms
1644039434.3982685,0.272 ms
1644039434.6004431,0.252 ms
1644039434.8027136,0.233 ms
1644039435.0047889,0.240 ms
1644039435.206914,0.222 ms
1644039435.4089837,0.216 ms
1644039435.6111085,0.242 ms
1644039435.813235,0.251 ms
1644039436.015454,0.256 ms
1644039436.2177765,0.257 ms
1644039436.4198797,0.227 ms
1644039436.6219716,0.255 ms
1644039436.824166,0.145 ms
1644039437.0262372,0.184 ms
1644039437.2284005,0.268 ms
1644039437.430795,0.253 ms
1644039437.6330311,0.195 ms
1644039437.8350623,0.255 ms
1644039438.0372114,0.217 ms
1644039438.2392375,0.218 ms
1644039438.4412074,0.221 ms
1644039438.6432106,0.256 ms
1644039438.8454392,0.243 ms
1644039439.0477405,0.248 ms
1644039439.2498932,0.241 ms
1644039439.4520857,0.227 ms
1644039439.654235,0.263 ms
1644039439.8565392,0.248 ms
1644039440.058919,0.284 ms
1644039440.2610233,0.275 ms
1644039440.463164,0.249 ms
1644039440.6652987,0.273 ms
1644039440.8675783,0.243 ms
1644039441.0698905,0.230 ms
1644039441.2720764,0.249 ms
1644039441.4742506,0.252 ms
1644039441.6764116,0.251 ms
1644039441.8785946,0.198 ms
1644039442.080759,0.249 ms
1644039442.2829478,0.247 ms
1644039442.485078,0.209 ms
1644039442.687144,0.252 ms
1644039442.8892698,0.247 ms
1644039443.091561,0.258 ms
1644039443.2938688,0.316 ms
1644039443.496139,0.246 ms
1644039443.6982925,0.244 ms
1644039443.9005418,0.261 ms
1644039444.1028333,0.161 ms
1644039444.3049302,0.254 ms
1644039444.5070748,0.249 ms
1644039444.7092564,0.247 ms
1644039444.9114475,0.248 ms
1644039445.113701,0.243 ms
1644039445.315845,0.207 ms
1644039445.518093,0.250 ms
1644039445.7202845,0.245 ms
1644039445.9224548,0.245 ms
1644039446.1246922,0.262 ms
1644039446.3267014,0.237 ms
1644039446.5289168,0.260 ms
1644039446.7310622,0.203 ms
1644039446.9332004,0.245 ms
1644039447.1353571,0.258 ms
1644039447.3375456,0.244 ms
1644039447.5399137,0.269 ms
1644039447.7421231,0.255 ms
1644039447.9442356,0.258 ms
1644039448.1465185,0.260 ms
1644039448.3487916,0.257 ms
1644039448.5510037,0.277 ms
1644039448.7531817,0.258 ms
1644039448.9554021,0.251 ms
1644039449.1576326,0.259 ms
1644039449.3597293,0.258 ms
1644039449.5620105,0.220 ms
1644039449.7641933,0.224 ms
1644039449.9662645,0.217 ms
1644039450.1684122,0.260 ms
1644039450.3706627,0.247 ms
1644039450.5728097,0.412 ms
1644039450.7751524,0.194 ms
1644039450.9772162,0.244 ms
1644039451.1793337,0.204 ms
1644039451.3814297,0.166 ms
1644039451.5835607,0.157 ms
1644039451.7856042,0.250 ms
1644039451.987839,0.245 ms
1644039452.190037,0.165 ms
1644039452.3920925,0.276 ms
1644039452.594271,0.256 ms
1644039452.7964509,0.260 ms
1644039452.9986572,0.245 ms
1644039453.2008207,0.185 ms
1644039453.402921,0.279 ms
1644039453.6051223,0.159 ms
1644039453.8072252,0.169 ms
1644039454.0093157,0.203 ms
1644039454.2121162,0.247 ms
1644039454.414544,0.246 ms
1644039454.6168041,0.251 ms
1644039454.8188694,0.260 ms
1644039455.0211217,0.252 ms
1644039455.2232919,0.253 ms
1644039455.4255397,0.257 ms
1644039455.6277754,0.254 ms
1644039455.8298953,0.260 ms
1644039456.032126,0.203 ms
1644039456.2343483,0.264 ms
1644039456.4366431,0.259 ms
1644039456.638979,0.258 ms
1644039456.8412724,0.251 ms
1644039457.0434783,0.203 ms
1644039457.2457442,0.280 ms
1644039457.448074,0.256 ms
1644039457.6503057,0.250 ms
1644039457.8526726,0.252 ms
1644039458.0549896,0.204 ms
1644039458.2571597,0.175 ms
1644039458.4593766,0.255 ms
1644039458.661746,0.255 ms
1644039458.8640525,0.256 ms
1644039459.0663083,0.249 ms
1644039459.2686152,0.263 ms
1644039459.4709952,0.225 ms
1644039459.673572,0.257 ms
1644039459.8758485,0.224 ms
1644039460.0780046,0.179 ms
1644039460.280319,0.249 ms
1644039460.4829419,0.238 ms
1644039460.6851296,0.130 ms
1644039460.8872085,0.220 ms
1644039461.0893438,0.234 ms
1644039461.2928333,0.253 ms
1644039461.4951134,0.251 ms
1644039461.6972325,0.251 ms
1644039461.8994632,0.266 ms
1644039462.1017382,0.256 ms
1644039462.3039854,0.211 ms
1644039462.5061421,0.172 ms
1644039462.7081974,0.252 ms
1644039462.9104342,0.262 ms
1644039463.1127472,0.146 ms
1644039463.3148708,0.267 ms
1644039463.517113,0.245 ms
1644039463.7193344,0.164 ms
1644039463.9214349,0.248 ms
1644039464.123722,0.275 ms
1644039464.325981,0.214 ms
1644039464.5281696,0.246 ms
1644039464.7303782,0.253 ms
1644039464.9326792,0.251 ms
1644039465.134889,0.253 ms
1644039465.3370674,0.267 ms
1644039465.5393002,0.251 ms
1644039465.7415516,0.252 ms
1644039465.9437778,0.257 ms
1644039466.1460142,0.199 ms
1644039466.3481247,0.265 ms
1644039466.550351,0.256 ms
1644039466.7526293,0.248 ms
1644039466.954744,0.267 ms
1644039467.1569717,0.194 ms
1644039467.359112,0.259 ms
1644039467.561248,0.187 ms
1644039467.7633224,0.259 ms
1644039467.9656043,0.249 ms
1644039468.1678874,0.251 ms
1644039468.3699975,0.261 ms
1644039468.5722182,0.252 ms
1644039468.7744048,0.136 ms
1644039468.9764836,0.249 ms
1644039469.1787524,0.281 ms
1644039469.3810248,0.263 ms
1644039469.5831912,0.201 ms
1644039469.7853653,0.246 ms
1644039469.987658,0.257 ms
1644039470.1900434,0.161 ms
1644039470.3921924,0.244 ms
1644039470.594453,0.175 ms
1644039470.7967107,0.267 ms
1644039470.998986,0.254 ms
1644039471.2011404,0.173 ms
1644039471.4032447,0.263 ms
1644039471.6054378,0.245 ms
1644039471.807726,0.245 ms
1644039472.0098286,0.282 ms
1644039472.2121005,0.218 ms
1644039472.4142,0.220 ms
1644039472.616337,0.252 ms
1644039472.8186054,0.246 ms
1644039473.0208073,0.260 ms
1644039473.2230563,0.195 ms
1644039473.4251647,0.246 ms
1644039473.6273925,0.248 ms
1644039473.8296983,0.244 ms
1644039474.0319445,0.283 ms
1644039474.23426,0.255 ms
1644039474.4365482,0.253 ms
1644039474.6388073,0.242 ms
1644039474.8409905,0.205 ms
1644039475.0431128,0.215 ms
1644039475.2452865,0.250 ms
1644039475.447553,0.246 ms
1644039475.6498206,0.216 ms
1644039475.8519528,0.180 ms
1644039476.0540872,0.248 ms
1644039476.2563562,0.248 ms
1644039476.4586442,0.248 ms
1644039476.6608727,0.256 ms
1644039476.8630977,0.249 ms
1644039477.0652905,0.254 ms
1644039477.2674668,0.247 ms
1644039477.46969,0.262 ms
1644039477.6719525,0.232 ms
1644039477.8741357,0.248 ms
1644039478.0763195,0.245 ms
1644039478.2786202,0.265 ms
1644039478.4809468,0.209 ms
1644039478.6831138,0.258 ms
1644039478.8852966,0.246 ms
1644039479.0875723,0.245 ms
1644039479.289909,0.253 ms
1644039479.4920824,0.251 ms
1644039479.6943076,0.254 ms
1644039479.8965929,0.256 ms
1644039480.0989542,0.254 ms
1644039480.3016143,0.244 ms
1644039480.5038674,0.247 ms
1644039480.7060225,0.259 ms
1644039480.9082553,0.248 ms
1644039481.1104417,0.250 ms
1644039481.3127933,0.262 ms
1644039481.5150676,0.248 ms
1644039481.7173111,0.246 ms
1644039481.9195983,0.249 ms
1644039482.1217995,0.244 ms
1644039482.3238997,0.245 ms
1644039482.5261092,0.253 ms
1644039482.7282598,0.247 ms
1644039482.9304206,0.245 ms
1644039483.1326926,0.221 ms
1644039483.3348434,0.228 ms
1644039483.5369692,0.144 ms
1644039483.7390635,0.221 ms
1644039483.9411972,0.136 ms
1644039484.1432981,0.210 ms
1644039484.3455062,0.255 ms
1644039484.5479608,0.205 ms
1644039484.7501092,0.198 ms
1644039484.9523513,0.249 ms
1644039485.1546352,0.258 ms
1644039485.3567548,0.207 ms
1644039485.559011,0.192 ms
1644039485.7611356,0.239 ms
1644039485.9633636,0.251 ms
1644039486.165695,0.235 ms
1644039486.3679197,0.255 ms
1644039486.5701087,0.170 ms
1644039486.7723365,0.247 ms
1644039486.9747133,0.195 ms
1644039487.1769238,0.241 ms
1644039487.3791125,0.258 ms
1644039487.5812926,0.256 ms
1644039487.7835336,0.169 ms
1644039487.9857438,0.259 ms
1644039488.1879966,0.203 ms
1644039488.3901477,0.262 ms
1644039488.5923617,0.245 ms
1644039488.7946126,0.246 ms
1644039488.9968781,0.262 ms
1644039489.199022,0.266 ms
1644039489.40122,0.256 ms
1644039489.6035721,0.252 ms
1644039489.8057384,0.250 ms
1644039490.007948,0.270 ms
1644039490.2102165,0.233 ms
1644039490.412856,0.246 ms
1644039490.6150625,0.250 ms
1644039490.8172677,0.261 ms
1644039491.019834,0.268 ms
1644039491.2220933,0.267 ms
1644039491.424365,0.262 ms
1644039491.6266115,0.242 ms
1644039491.8287861,0.292 ms
1644039492.0310643,0.249 ms
1644039492.2333038,0.246 ms
1644039492.435536,0.245 ms
1644039492.6377463,0.252 ms
1644039492.8399713,0.240 ms
1644039493.0421562,0.245 ms
1644039493.2443473,0.248 ms
1644039493.446594,0.256 ms
1644039493.648778,0.245 ms
1644039493.8510222,0.198 ms
1644039494.053163,0.242 ms
1644039494.2553873,0.217 ms
1644039494.4574718,0.217 ms
1644039494.6597152,0.277 ms
1644039494.8620284,0.219 ms
1644039495.0642111,0.250 ms
1644039495.2664487,0.242 ms
1644039495.4686625,0.246 ms
1644039495.670875,0.239 ms
1644039495.873092,0.258 ms
1644039496.0752964,0.270 ms
1644039496.277686,0.243 ms
1644039496.4798827,0.227 ms
1644039496.6951933,0.265 ms
1644039496.8974128,0.245 ms
1644039497.0996554,0.239 ms
1644039497.301927,0.264 ms
1644039497.5041995,0.260 ms
1644039497.706561,0.246 ms
1644039497.908777,0.254 ms
1644039498.1110618,0.207 ms
1644039498.313254,0.247 ms
1644039498.515441,0.241 ms
1644039498.7177505,0.252 ms
1644039498.9199386,0.261 ms
1644039499.1221514,0.247 ms
1644039499.3244135,0.246 ms
1644039499.526735,0.218 ms
1644039499.7290452,0.267 ms
1644039499.9313033,0.173 ms
1644039500.133416,0.259 ms
1644039500.3357778,0.220 ms
1644039500.538089,0.247 ms
1644039500.740328,0.224 ms
1644039500.942594,0.240 ms
1644039501.1448967,0.259 ms
1644039501.3471677,0.216 ms
1644039501.5493324,0.249 ms
1644039501.7517052,0.287 ms
1644039501.954026,0.190 ms
1644039502.1562073,0.247 ms
1644039502.3584929,0.172 ms
1644039502.560715,0.261 ms
1644039502.7629442,0.247 ms
1644039502.965146,0.156 ms
1644039503.167349,0.254 ms
1644039503.369693,0.244 ms
1644039503.5719552,0.233 ms
1644039503.7741635,0.247 ms
1644039503.9763923,0.136 ms
1644039504.1785927,0.253 ms
1644039504.380961,0.176 ms
1644039504.5831027,0.164 ms
1644039504.785204,0.251 ms
1644039504.9875453,0.253 ms
1644039505.189847,0.210 ms
1644039505.3921065,0.494 ms
1644039505.5947213,0.268 ms
1644039505.7970455,0.190 ms
1644039505.9992142,0.161 ms
1644039506.2014034,0.254 ms
1644039506.4037964,0.254 ms
1644039506.6060143,0.202 ms
1644039506.8081431,0.249 ms
1644039507.0104024,0.265 ms
1644039507.2127686,0.245 ms
1644039507.414991,0.144 ms
1644039507.617114,0.249 ms
1644039507.8193533,0.268 ms
1644039508.0217068,0.187 ms
1644039508.2238119,0.219 ms
1644039508.4261925,0.269 ms
1644039508.6283643,0.241 ms
1644039508.8307068,0.258 ms
1644039509.0330505,0.266 ms
1644039509.2353332,0.265 ms
1644039509.4376416,0.247 ms
1644039509.6398504,0.253 ms
1644039509.8420568,0.188 ms
1644039510.0442913,0.243 ms
1644039510.2465491,0.254 ms
1644039510.4489224,0.188 ms
1644039510.6510909,0.239 ms
1644039510.8532662,0.245 ms
1644039511.055548,0.250 ms
1644039511.2579195,0.258 ms
1644039511.4600978,0.246 ms
1644039511.6622958,0.224 ms
1644039511.864581,0.254 ms
1644039512.0668077,0.248 ms
1644039512.2690594,0.265 ms
1644039512.4713194,0.160 ms
1644039512.673499,0.256 ms
1644039512.8758593,0.246 ms
1644039513.078092,0.160 ms
1644039513.2802806,0.245 ms
1644039513.4826076,0.245 ms
1644039513.6848724,0.163 ms
1644039513.8869753,0.191 ms
1644039514.0891426,0.185 ms
1644039514.2913141,0.253 ms
1644039514.4935875,0.248 ms
1644039514.695908,0.243 ms
1644039514.8980532,0.258 ms
1644039515.1002076,0.222 ms
1644039515.3024116,0.221 ms
1644039515.5047288,0.279 ms
1644039515.7070398,0.161 ms
1644039515.9092326,0.245 ms
1644039516.1114466,0.252 ms
1644039516.3137465,0.217 ms
1644039516.5159936,0.238 ms
1644039516.718202,0.256 ms
1644039516.920463,0.252 ms
1644039517.122769,0.265 ms
1644039517.3250048,0.238 ms
1644039517.527217,0.265 ms
1644039517.7295995,0.250 ms
1644039517.9318504,0.246 ms
1644039518.1341336,0.246 ms
1644039518.3363924,0.216 ms
1644039518.5383947,0.184 ms
1644039518.7406633,0.250 ms
1644039518.942959,0.208 ms
1644039519.145171,0.245 ms
1644039519.3474572,0.182 ms
1644039519.5497558,0.309 ms
1644039519.752162,0.251 ms
1644039519.9544365,0.182 ms
1644039520.1566694,0.180 ms
1644039520.358956,0.246 ms
1644039520.561469,0.212 ms
1644039520.7637498,0.248 ms
1644039520.9660773,0.251 ms
1644039521.1684098,0.248 ms
1644039521.371782,0.149 ms
1644039521.5738873,0.248 ms
1644039521.776229,0.193 ms
1644039521.9787273,0.258 ms
1644039522.1811144,0.236 ms
1644039522.3834083,0.258 ms
1644039522.5857718,0.249 ms
1644039522.78816,0.254 ms
1644039522.9903347,0.222 ms
1644039523.1924767,0.219 ms
1644039523.3947337,0.192 ms
1644039523.5971124,0.220 ms
1644039523.7995994,0.147 ms
1644039524.0019164,0.250 ms
1644039524.204159,0.251 ms
1644039524.406447,0.177 ms
1644039524.6087139,0.257 ms
1644039524.8109298,0.200 ms
1644039525.0131657,0.251 ms
1644039525.2154467,0.193 ms
1644039525.4177368,0.255 ms
1644039525.6200917,0.185 ms
1644039525.8222997,0.257 ms
1644039526.024621,0.215 ms
1644039526.2267423,0.330 ms
1644039526.4291441,0.218 ms
1644039526.6312833,0.164 ms
1644039526.8334606,0.257 ms
1644039527.0357418,0.262 ms
1644039527.2381198,0.225 ms
1644039527.440375,0.258 ms
1644039527.6427002,0.190 ms
1644039527.8448606,0.251 ms
1644039528.0471308,0.250 ms
1644039528.2493663,0.247 ms
1644039528.4517334,0.246 ms
1644039528.6540477,0.258 ms
1644039528.856328,0.242 ms
1644039529.0586708,0.252 ms
1644039529.2613072,0.252 ms
1644039529.4637249,0.263 ms
1644039529.6661296,0.256 ms
1644039529.8684216,0.222 ms
1644039530.0706253,0.250 ms
1644039530.2731457,0.255 ms
1644039530.4754455,0.237 ms
1644039530.6776834,0.243 ms
1644039530.8799117,0.254 ms
1644039531.0821948,0.245 ms
1644039531.2844574,0.249 ms
1644039531.4868636,0.203 ms
1644039531.6891043,0.259 ms
1644039531.892252,0.246 ms
1644039532.094459,0.250 ms
1644039532.296705,0.265 ms
1644039532.4990075,0.250 ms
1644039532.7012048,0.223 ms
1644039532.9033756,0.204 ms
1644039533.1057785,0.243 ms
1644039533.3083317,0.254 ms
1644039533.5105987,0.244 ms
1644039533.712909,0.283 ms
1644039533.9151285,0.253 ms
1644039534.117364,0.256 ms
1644039534.319675,0.183 ms
1644039534.5218947,0.226 ms
1644039534.7241094,0.230 ms
1644039534.926301,0.264 ms
1644039535.1285985,0.257 ms
1644039535.3310015,0.200 ms
1644039535.5331872,0.214 ms
1644039535.7355318,0.246 ms
1644039535.9378479,0.166 ms
1644039536.1399493,0.204 ms
1644039536.3421524,0.256 ms
1644039536.5444503,0.253 ms
1644039536.7468078,0.258 ms
1644039536.9491215,0.221 ms
1644039537.1513324,0.235 ms
1644039537.353621,0.122 ms
1644039537.5556505,0.303 ms
1644039537.7580464,0.147 ms
1644039537.9602098,0.194 ms
1644039538.1624448,0.247 ms
1644039538.3647869,0.202 ms
1644039538.5670216,0.241 ms
1644039538.7691941,0.246 ms
1644039538.9714327,0.182 ms
1644039539.173657,0.257 ms
1644039539.375996,0.244 ms
1644039539.5782187,0.251 ms
1644039539.780466,0.207 ms
1644039539.982624,0.245 ms
1644039540.18494,0.250 ms
1644039540.387467,0.194 ms
1644039540.5898383,0.245 ms
1644039540.7921076,0.252 ms
1644039540.9943159,0.251 ms
1644039541.1966126,0.257 ms
1644039541.3988917,0.274 ms
1644039541.6011238,0.252 ms
1644039541.8033462,0.254 ms
1644039542.0057082,0.274 ms
1644039542.2081528,0.254 ms
1644039542.4102864,0.257 ms
1644039542.612421,0.241 ms
1644039542.814759,0.200 ms
1644039543.017152,0.186 ms
1644039543.2193577,0.248 ms
1644039543.4216707,0.262 ms
1644039543.6240573,0.190 ms
1644039543.826182,0.253 ms
1644039544.0283568,0.258 ms
1644039544.2306976,0.242 ms
1644039544.4329307,0.215 ms
1644039544.6351433,0.264 ms
1644039544.837368,0.195 ms
1644039545.039833,0.240 ms
1644039545.2421534,0.251 ms
1644039545.4445255,0.242 ms
1644039545.6473856,0.249 ms
1644039545.8496425,0.224 ms
1644039546.0520272,0.251 ms
1644039546.2543766,0.250 ms
1644039546.4567277,0.180 ms
1644039546.6588845,0.240 ms
1644039546.8611338,0.252 ms
1644039547.0634136,0.267 ms
1644039547.2657244,0.250 ms
1644039547.468017,0.250 ms
1644039547.6702328,0.257 ms
1644039547.872482,0.179 ms
1644039548.074773,0.217 ms
1644039548.276961,0.239 ms
1644039548.4791484,0.221 ms
1644039548.6812446,0.220 ms
1644039548.8834536,0.268 ms
1644039549.085918,0.249 ms
1644039549.2881763,0.263 ms
1644039549.490444,0.179 ms
1644039549.6926842,0.288 ms
1644039549.8950474,0.251 ms
1644039550.098163,0.248 ms
1644039550.3004346,0.240 ms
1644039550.5030272,0.205 ms
1644039550.705285,0.224 ms
1644039550.9077024,0.175 ms
1644039551.1098309,0.226 ms
1644039551.3122985,0.251 ms
1644039551.514576,0.242 ms
1644039551.7168825,0.234 ms
1644039551.919027,0.268 ms
1644039552.1212947,0.275 ms
1644039552.3236935,0.186 ms
1644039552.5259342,0.233 ms
1644039552.7281208,0.267 ms
1644039552.9303248,0.257 ms
1644039553.1326535,0.238 ms
1644039553.3349745,0.251 ms
1644039553.5371947,0.171 ms
1644039553.7394018,0.177 ms
1644039553.941674,0.181 ms
1644039554.1439133,0.150 ms
1644039554.3459976,0.207 ms
1644039554.5481737,0.192 ms
1644039554.750348,0.250 ms
1644039554.952709,0.174 ms
1644039555.1550324,0.263 ms
1644039555.3572798,0.222 ms
1644039555.5594451,0.254 ms
1644039555.7617733,0.265 ms
1644039555.9641657,0.215 ms
1644039556.1666527,0.259 ms
1644039556.3690276,0.207 ms
1644039556.5712414,0.246 ms
1644039556.7735732,0.264 ms
1644039556.9759629,0.247 ms
1644039557.1781409,0.245 ms
1644039557.3804035,0.263 ms
1644039557.5827122,0.246 ms
1644039557.7849176,0.225 ms
1644039557.9870868,0.253 ms
1644039558.18934,0.256 ms
1644039558.3916948,0.248 ms
1644039558.5939636,0.189 ms
1644039558.7960742,0.218 ms
1644039558.998199,0.217 ms
1644039559.2003798,0.231 ms
1644039559.4025671,0.217 ms
1644039559.6048138,0.263 ms
1644039559.807156,0.245 ms
1644039560.0094187,0.257 ms
1644039560.2118618,0.259 ms
1644039560.414017,0.230 ms
1644039560.6162674,0.240 ms
1644039560.818469,0.217 ms
1644039561.0206528,0.261 ms
1644039561.222994,0.248 ms
1644039561.4252677,0.263 ms
1644039561.6275911,0.253 ms
1644039561.8298273,0.322 ms
1644039562.0321743,0.250 ms
1644039562.2344286,0.243 ms
1644039562.4366946,0.268 ms
1644039562.639026,0.238 ms
1644039562.8412697,0.247 ms
1644039563.0434637,0.251 ms
1644039563.2457252,0.246 ms
1644039563.448027,0.238 ms
1644039563.6502736,0.247 ms
1644039563.8526049,0.251 ms
1644039564.054819,0.264 ms
1644039564.2570713,0.250 ms
1644039564.4593182,0.248 ms
1644039564.6616058,0.250 ms
1644039564.8638246,0.209 ms
1644039565.0660644,0.251 ms
1644039565.2683623,0.186 ms
1644039565.470652,0.243 ms
1644039565.6729739,0.167 ms
1644039565.875048,0.244 ms
1644039566.0772796,0.248 ms
1644039566.2795646,0.246 ms
1644039566.481881,0.248 ms
1644039566.684173,0.247 ms
1644039566.8866796,0.257 ms
1644039567.088921,0.142 ms
1644039567.2910125,0.233 ms
1644039567.4932225,0.246 ms
1644039567.6954434,0.248 ms
1644039567.8977907,0.219 ms
1644039568.1000829,0.250 ms
1644039568.3023126,0.240 ms
1644039568.5046082,0.246 ms
1644039568.7068546,0.228 ms
1644039568.9090452,0.253 ms
1644039569.1113129,0.249 ms
1644039569.3137257,0.287 ms
1644039569.5160747,0.247 ms
1644039569.7183518,0.248 ms
1644039569.9206955,0.285 ms
1644039570.1231341,0.217 ms
1644039570.325311,0.222 ms
1644039570.5276155,0.172 ms
1644039570.7296977,0.243 ms
1644039570.9318843,0.251 ms
1644039571.134062,0.253 ms
1644039571.336319,0.249 ms
1644039571.538589,0.255 ms
1644039571.740881,0.182 ms
1644039571.9429274,0.196 ms
1644039572.1450663,0.197 ms
1644039572.3472435,0.158 ms
1644039572.5494094,0.289 ms
1644039572.7517674,0.260 ms
1644039572.9540677,0.256 ms
1644039573.156366,0.257 ms
1644039573.3587248,0.302 ms
1644039573.5611184,0.264 ms
1644039573.7634015,0.249 ms
1644039573.9657152,0.259 ms
1644039574.1678636,0.225 ms
1644039574.3700624,0.246 ms
1644039574.5722342,0.249 ms
1644039574.7745867,0.245 ms
1644039574.9769104,0.253 ms
1644039575.1792376,0.255 ms
1644039575.3813565,0.255 ms
1644039575.5836961,0.255 ms
1644039575.7859821,0.249 ms
1644039575.988103,0.264 ms
1644039576.1903536,0.224 ms
1644039576.3926308,0.269 ms
1644039576.594982,0.250 ms
1644039576.797334,0.245 ms
1644039576.9996445,0.280 ms
1644039577.2019243,0.251 ms
1644039577.4042306,0.272 ms
1644039577.6065507,0.245 ms
1644039577.8088553,0.244 ms
1644039578.0110908,0.244 ms
1644039578.2133522,0.246 ms
1644039578.4157236,0.240 ms
1644039578.6180258,0.182 ms
1644039578.8202236,0.254 ms
1644039579.0225663,0.245 ms
1644039579.2248724,0.254 ms
1644039579.427045,0.251 ms
1644039579.6292872,0.150 ms
1644039579.8314116,0.246 ms
1644039580.033705,0.258 ms
1644039580.2359614,0.183 ms
1644039580.4380336,0.259 ms
1644039580.6404617,0.246 ms
1644039580.8428564,0.236 ms
1644039581.0451617,0.217 ms
1644039581.2472866,0.273 ms
1644039581.4506955,0.213 ms
1644039581.6529937,0.251 ms
1644039581.8551838,0.250 ms
1644039582.0574305,0.252 ms
1644039582.2597635,0.254 ms
1644039582.4620514,0.248 ms
1644039582.6642685,0.246 ms
1644039582.8665206,0.242 ms
1644039583.0689185,0.248 ms
1644039583.2710981,0.254 ms
1644039583.4732268,0.245 ms
1644039583.6754527,0.261 ms
1644039583.8778517,0.258 ms
1644039584.0800936,0.263 ms
1644039584.282255,0.249 ms
1644039584.4845896,0.244 ms
1644039584.6868672,0.238 ms
1644039584.889095,0.246 ms
1644039585.091317,0.249 ms
1644039585.2936215,0.242 ms
1644039585.4958522,0.256 ms
1644039585.698101,0.211 ms
1644039585.9003134,0.250 ms
1644039586.1025925,0.245 ms
1644039586.3048627,0.274 ms
1644039586.5071063,0.246 ms
1644039586.7093353,0.245 ms
1644039586.9119918,0.161 ms
1644039587.1142578,0.247 ms
1644039587.3165364,0.247 ms
1644039587.5188763,0.247 ms
1644039587.7211077,0.258 ms
1644039587.9233727,0.246 ms
1644039588.1257052,0.249 ms
1644039588.3280602,0.244 ms
1644039588.5303555,0.257 ms
1644039588.7326856,0.251 ms
1644039588.9349675,0.180 ms
1644039589.1370587,0.250 ms
1644039589.3393354,0.256 ms
1644039589.5416389,0.260 ms
1644039589.7439492,0.250 ms
1644039589.9461539,0.246 ms
1644039590.1484127,0.245 ms
1644039590.350652,0.237 ms
1644039590.5529826,0.201 ms
1644039590.7551181,0.245 ms
1644039590.9572568,0.239 ms
1644039591.15966,0.249 ms
1644039591.3619475,0.247 ms
1644039591.5642283,0.246 ms
1644039591.7664635,0.217 ms
1644039591.9687624,0.323 ms
1644039592.1711729,0.217 ms
1644039592.3733835,0.217 ms
1644039592.5756948,0.244 ms
1644039592.7779791,0.250 ms
1644039592.9802084,0.264 ms
1644039593.182428,0.247 ms
1644039593.384745,0.222 ms
1644039593.5869167,0.229 ms
1644039593.7891278,0.247 ms
1644039593.9913986,0.245 ms
1644039594.1936948,0.265 ms
1644039594.3958945,0.174 ms
1644039594.5980732,0.247 ms
1644039594.8002293,0.216 ms
1644039595.002413,0.221 ms
1644039595.2047577,0.559 ms
1644039595.407291,0.248 ms
1644039595.6095622,0.245 ms
1644039595.8118587,0.258 ms
1644039596.0140882,0.247 ms
1644039596.2163393,0.277 ms
1644039596.4186506,0.255 ms
1644039596.6209705,0.250 ms
1644039596.8232265,0.248 ms
1644039597.0254583,0.245 ms
1644039597.2277806,0.292 ms
1644039597.4300115,0.245 ms
1644039597.632219,0.259 ms
1644039597.8346012,0.257 ms
1644039598.0368989,0.205 ms
1644039598.2390463,0.253 ms
1644039598.4413106,0.247 ms
1644039598.6436477,0.244 ms
1644039598.8459365,0.246 ms
1644039599.0481153,0.242 ms
1644039599.2503948,0.246 ms
1644039599.452663,0.242 ms
1644039599.6549962,0.247 ms
1644039599.8572607,0.264 ms
1644039600.0596445,0.263 ms
1644039600.2620337,0.254 ms
1644039600.4643266,0.245 ms
1644039600.6666098,0.261 ms
1644039600.868901,0.249 ms
1644039601.0711472,0.255 ms
1644039601.2733958,0.245 ms
1644039601.4757326,0.179 ms
1644039601.6778998,0.214 ms
1644039601.8800647,0.220 ms
1644039602.0821939,0.139 ms
1644039602.284323,0.246 ms
1644039602.4866285,0.245 ms
1644039602.688904,0.248 ms
1644039602.8910587,0.144 ms
1644039603.0932314,0.220 ms
1644039603.2954242,0.218 ms
1644039603.4976747,0.242 ms
1644039603.700088,0.249 ms
1644039603.9022703,0.247 ms
1644039604.1047106,0.263 ms
1644039604.3069263,0.241 ms
1644039604.509208,0.256 ms
1644039604.7114727,0.246 ms
1644039604.9138064,0.237 ms
1644039605.1160235,0.216 ms
1644039605.3181906,0.192 ms
1644039605.5203652,0.250 ms
1644039605.7227595,0.245 ms
1644039605.9250011,0.246 ms
1644039606.1272004,0.245 ms
1644039606.3294592,0.244 ms
1644039606.5318735,0.245 ms
1644039606.7340941,0.255 ms
1644039606.9363627,0.250 ms
1644039607.1387172,0.261 ms
1644039607.3410378,0.245 ms
1644039607.543425,0.246 ms
1644039607.7457922,0.218 ms
1644039607.9479864,0.246 ms
1644039608.1502178,0.246 ms
1644039608.3524458,0.242 ms
1644039608.5547502,0.248 ms
1644039608.7571049,0.249 ms
1644039608.9593449,0.249 ms
1644039609.1616023,0.260 ms
1644039609.3638735,0.264 ms
1644039609.566112,0.250 ms
1644039609.76821,0.240 ms
1644039609.9704752,0.245 ms
1644039610.1728098,0.209 ms
1644039610.37508,0.255 ms
1644039610.577459,0.249 ms
1644039610.7798421,0.264 ms
1644039610.9822824,0.174 ms
