time,ping
1644040258.8716044,0.255 ms
1644040259.0738916,0.250 ms
1644040259.2761018,0.232 ms
1644040259.478316,0.247 ms
1644040259.680694,0.314 ms
1644040259.8830576,0.246 ms
1644040260.0852556,0.242 ms
1644040260.287826,0.245 ms
1644040260.4901729,0.249 ms
1644040260.6924214,0.250 ms
1644040260.8947167,0.202 ms
1644040261.0969462,0.256 ms
1644040261.299271,0.251 ms
1644040261.5015974,0.223 ms
1644040261.703833,0.207 ms
1644040261.9059448,0.251 ms
1644040262.108207,0.253 ms
1644040262.3104682,0.249 ms
1644040262.5128663,0.269 ms
1644040262.7151568,0.237 ms
1644040262.917355,0.226 ms
1644040263.1196582,0.251 ms
1644040263.3219814,0.256 ms
1644040263.5242424,0.186 ms
1644040263.7264225,0.244 ms
1644040263.9286616,0.267 ms
1644040264.1309712,0.247 ms
1644040264.3331523,0.248 ms
1644040264.53542,0.260 ms
1644040264.7377572,0.254 ms
1644040264.9401298,0.248 ms
1644040265.1424034,0.240 ms
1644040265.3447003,0.258 ms
1644040265.5470545,0.250 ms
1644040265.749275,0.245 ms
1644040265.9515429,0.248 ms
1644040266.1538901,0.237 ms
1644040266.3560936,0.257 ms
1644040266.5583608,0.245 ms
1644040266.7607229,0.258 ms
1644040266.9631195,0.186 ms
1644040267.16534,0.187 ms
1644040267.367677,0.211 ms
1644040267.5700035,0.250 ms
1644040267.772288,0.248 ms
1644040267.9745927,0.249 ms
1644040268.1769722,0.148 ms
1644040268.379064,0.144 ms
1644040268.5812263,0.253 ms
1644040268.7835603,0.217 ms
1644040268.9858727,0.253 ms
1644040269.18804,0.248 ms
1644040269.390237,0.215 ms
1644040269.592391,0.153 ms
1644040269.794594,0.277 ms
1644040269.996935,0.203 ms
1644040270.1991074,0.248 ms
1644040270.4015849,0.331 ms
1644040270.6039906,0.222 ms
1644040270.8063834,0.147 ms
1644040271.008663,0.163 ms
1644040271.2108936,0.220 ms
1644040271.413037,0.197 ms
1644040271.615255,0.202 ms
1644040271.8174357,0.222 ms
1644040272.0197473,0.203 ms
1644040272.222031,0.250 ms
1644040272.4242077,0.163 ms
1644040272.6263826,0.171 ms
1644040272.8286195,0.219 ms
1644040273.0307531,0.210 ms
1644040273.2330246,0.424 ms
1644040273.435408,1.29 ms
1644040273.6388512,0.248 ms
1644040273.8410165,0.173 ms
1644040274.043169,0.242 ms
1644040274.2459512,0.208 ms
1644040274.4482076,0.252 ms
1644040274.6504643,0.242 ms
1644040274.8528368,0.246 ms
1644040275.055086,0.251 ms
1644040275.2573068,0.260 ms
1644040275.459625,0.251 ms
1644040275.6619282,0.226 ms
1644040275.8641317,0.253 ms
1644040276.0663874,0.250 ms
1644040276.268719,0.199 ms
1644040276.4708972,0.252 ms
1644040276.6731105,0.256 ms
1644040276.8753617,0.175 ms
1644040277.0775652,0.249 ms
1644040277.279872,0.252 ms
1644040277.4820743,0.265 ms
1644040277.6843288,0.253 ms
1644040277.886756,0.314 ms
1644040278.0891385,0.249 ms
1644040278.2913582,0.175 ms
1644040278.4935668,0.254 ms
1644040278.6959743,0.252 ms
1644040278.8981934,0.250 ms
1644040279.1002417,0.256 ms
1644040279.3026307,0.216 ms
1644040279.5047138,0.158 ms
1644040279.7069066,0.197 ms
1644040279.909075,0.185 ms
1644040280.1113536,0.261 ms
1644040280.3137538,0.208 ms
1644040280.5159903,0.242 ms
1644040280.7182274,0.229 ms
1644040280.9204335,0.213 ms
1644040281.1226323,0.256 ms
1644040281.324955,0.125 ms
1644040281.5271096,0.241 ms
1644040281.7293437,0.253 ms
1644040281.9316854,0.214 ms
1644040282.1339343,0.254 ms
1644040282.3362107,0.250 ms
1644040282.5385509,0.252 ms
1644040282.7408514,0.173 ms
1644040282.942924,0.274 ms
1644040283.1451948,0.248 ms
1644040283.347467,0.249 ms
1644040283.5498297,0.255 ms
1644040283.7521174,0.246 ms
1644040283.9543786,0.255 ms
1644040284.1568596,0.222 ms
1644040284.3590908,0.195 ms
1644040284.561188,0.251 ms
1644040284.7635748,0.269 ms
1644040284.9658344,0.257 ms
1644040285.1680708,0.252 ms
1644040285.3703196,0.260 ms
1644040285.572569,0.247 ms
1644040285.7749794,0.254 ms
1644040285.9771914,0.258 ms
1644040286.179584,0.192 ms
1644040286.3818367,0.204 ms
1644040286.584042,0.262 ms
1644040286.7864943,0.254 ms
1644040286.9888651,0.224 ms
1644040287.1910405,0.192 ms
1644040287.393186,0.246 ms
1644040287.59546,0.249 ms
1644040287.7978685,0.175 ms
1644040287.9999096,0.252 ms
1644040288.2021418,0.256 ms
1644040288.4043567,0.193 ms
1644040288.6066,0.192 ms
1644040288.808743,0.208 ms
1644040289.0110295,0.247 ms
1644040289.2132852,0.266 ms
1644040289.4155927,0.234 ms
1644040289.6178596,0.163 ms
1644040289.8199503,0.246 ms
1644040290.0221992,0.248 ms
1644040290.2245445,0.246 ms
1644040290.426827,0.282 ms
1644040290.629178,0.242 ms
1644040290.8314097,0.252 ms
1644040291.0336862,0.291 ms
1644040291.2360969,0.244 ms
1644040291.4383612,0.249 ms
1644040291.6406093,0.251 ms
1644040291.842899,0.187 ms
1644040292.0449781,0.227 ms
1644040292.2472105,0.250 ms
1644040292.4495783,0.249 ms
1644040292.6519022,0.154 ms
1644040292.854082,0.179 ms
1644040293.056245,0.242 ms
1644040293.2585883,0.206 ms
1644040293.4608624,0.221 ms
1644040293.6629455,0.177 ms
1644040293.8651152,0.269 ms
1644040294.0673795,0.253 ms
1644040294.2697535,0.240 ms
1644040294.4720592,0.244 ms
1644040294.6743443,0.254 ms
1644040294.876669,0.242 ms
1644040295.07886,0.246 ms
1644040295.2811384,0.247 ms
1644040295.4833684,0.252 ms
1644040295.6857064,0.266 ms
1644040295.888042,0.248 ms
1644040296.090304,0.247 ms
1644040296.2925951,0.275 ms
1644040296.4949937,0.258 ms
1644040296.697278,0.254 ms
1644040296.8996499,0.288 ms
1644040297.1020448,0.254 ms
1644040297.3042333,0.161 ms
1644040297.506452,0.260 ms
1644040297.7087774,0.209 ms
1644040297.9110572,0.257 ms
1644040298.1133301,0.256 ms
1644040298.3156848,0.271 ms
1644040298.518035,0.247 ms
1644040298.7203681,0.248 ms
1644040298.9227183,0.286 ms
1644040299.1250334,0.246 ms
1644040299.3273177,0.251 ms
1644040299.5295887,0.248 ms
1644040299.7318075,0.172 ms
1644040299.9339972,0.249 ms
1644040300.1362257,0.243 ms
1644040300.3384638,0.248 ms
1644040300.5407088,0.293 ms
1644040300.7430558,0.235 ms
1644040300.94546,0.217 ms
1644040301.147669,0.216 ms
1644040301.349751,0.214 ms
1644040301.5519319,0.145 ms
1644040301.7539601,0.208 ms
1644040301.956166,0.247 ms
1644040302.1592138,0.218 ms
1644040302.361275,0.250 ms
1644040302.5633564,0.197 ms
1644040302.7656302,0.245 ms
1644040302.9678605,0.210 ms
1644040303.170021,0.248 ms
1644040303.3722095,0.270 ms
1644040303.57458,0.240 ms
1644040303.7769656,0.222 ms
1644040303.9792027,0.246 ms
1644040304.18153,0.245 ms
1644040304.3839545,0.204 ms
1644040304.5861068,0.266 ms
1644040304.788313,0.244 ms
1644040304.9906144,0.217 ms
1644040305.1926973,0.270 ms
1644040305.395067,0.151 ms
1644040305.5971844,0.260 ms
1644040305.799471,0.164 ms
1644040306.0017169,0.250 ms
1644040306.204052,0.250 ms
1644040306.4064183,0.171 ms
1644040306.6086776,0.160 ms
1644040306.810998,0.205 ms
1644040307.0131724,0.257 ms
1644040307.2154295,0.240 ms
1644040307.4177299,0.221 ms
1644040307.620031,0.212 ms
1644040307.8222685,0.170 ms
1644040308.0244212,0.386 ms
1644040308.2269826,0.261 ms
1644040308.4291954,0.218 ms
1644040308.631306,0.246 ms
1644040308.8336363,0.254 ms
1644040309.036015,0.254 ms
1644040309.2382467,0.238 ms
1644040309.4405751,0.173 ms
1644040309.642804,0.206 ms
1644040309.8451135,0.262 ms
1644040310.0473604,0.246 ms
1644040310.2497077,0.254 ms
1644040310.45202,0.246 ms
1644040310.6541908,0.243 ms
1644040310.8564198,0.251 ms
1644040311.0587728,0.255 ms
1644040311.2611072,0.126 ms
1644040311.463126,0.216 ms
1644040311.6659343,0.219 ms
1644040311.8691185,0.146 ms
1644040312.0715902,0.165 ms
1644040312.274028,0.239 ms
1644040312.4766893,0.268 ms
1644040312.679054,0.212 ms
1644040312.8813517,0.246 ms
1644040313.0836782,0.257 ms
1644040313.2860231,0.217 ms
1644040313.4881952,0.222 ms
1644040313.6903055,0.220 ms
1644040313.8924575,0.218 ms
1644040314.0947647,0.248 ms
1644040314.2971895,0.242 ms
1644040314.4993854,0.250 ms
1644040314.701581,0.220 ms
1644040314.9036539,0.266 ms
1644040315.1060627,0.249 ms
1644040315.3082795,0.250 ms
1644040315.510576,0.252 ms
1644040315.7128332,0.251 ms
1644040315.9150872,0.247 ms
1644040316.1173694,0.267 ms
1644040316.319706,0.314 ms
1644040316.5220897,0.174 ms
1644040316.7243705,0.270 ms
1644040316.9267833,0.247 ms
1644040317.1290116,0.245 ms
1644040317.3312376,0.221 ms
1644040317.5333397,0.254 ms
1644040317.735619,0.255 ms
1644040317.9379435,0.258 ms
1644040318.1401937,0.190 ms
1644040318.342304,0.239 ms
1644040318.5446498,0.252 ms
1644040318.7470112,0.261 ms
1644040318.9492452,0.253 ms
1644040319.151466,0.247 ms
1644040319.353846,0.235 ms
1644040319.555996,0.271 ms
1644040319.7586849,0.188 ms
1644040319.9609213,0.216 ms
1644040320.1631427,0.248 ms
1644040320.3657818,0.168 ms
1644040320.5680335,0.218 ms
1644040320.770326,0.216 ms
1644040320.9724503,0.249 ms
1644040321.1748617,0.171 ms
1644040321.3771625,0.261 ms
1644040321.5794804,0.190 ms
1644040321.7818208,0.182 ms
1644040321.9843185,0.253 ms
1644040322.1867418,0.148 ms
1644040322.3892577,0.263 ms
1644040322.5916946,0.271 ms
1644040322.7940383,0.253 ms
1644040322.9962933,0.251 ms
1644040323.1985662,0.249 ms
1644040323.40092,0.207 ms
1644040323.6030476,0.255 ms
1644040323.8052797,0.258 ms
1644040324.0075383,0.228 ms
1644040324.209693,0.215 ms
1644040324.4118001,0.221 ms
1644040324.613938,0.217 ms
1644040324.816171,0.255 ms
1644040325.018429,0.271 ms
1644040325.2208164,0.180 ms
1644040325.4231348,0.247 ms
1644040325.6253908,0.241 ms
1644040325.8277016,0.280 ms
1644040326.0300255,0.223 ms
1644040326.232254,0.245 ms
1644040326.434561,0.215 ms
1644040326.636766,0.256 ms
1644040326.8391001,0.252 ms
1644040327.041358,0.243 ms
1644040327.2437057,0.253 ms
1644040327.4460306,0.248 ms
1644040327.6483128,0.254 ms
1644040327.8506193,0.253 ms
1644040328.0529656,0.252 ms
1644040328.2551615,0.248 ms
1644040328.4574232,0.245 ms
1644040328.6597872,0.205 ms
1644040328.8620358,0.244 ms
1644040329.064199,0.256 ms
1644040329.2663124,0.250 ms
1644040329.4686038,0.174 ms
1644040329.6707716,0.217 ms
1644040329.8728952,0.254 ms
1644040330.0751529,0.252 ms
1644040330.2774262,0.341 ms
1644040330.479834,0.258 ms
1644040330.6820486,0.149 ms
1644040330.884377,0.250 ms
1644040331.086812,0.246 ms
1644040331.2890193,0.185 ms
1644040331.4912357,0.246 ms
1644040331.693371,0.256 ms
1644040331.8957918,0.247 ms
1644040332.0980434,0.246 ms
1644040332.3002245,0.270 ms
1644040332.5025764,0.252 ms
1644040332.7049215,0.190 ms
1644040332.907117,0.248 ms
1644040333.1094358,0.263 ms
1644040333.311925,0.247 ms
1644040333.5141737,0.250 ms
1644040333.716408,0.249 ms
1644040333.9189694,0.192 ms
1644040334.1211715,0.242 ms
1644040334.3234212,0.245 ms
1644040334.5258026,0.216 ms
1644040334.7280614,0.276 ms
1644040334.9303563,0.216 ms
1644040335.1325626,0.165 ms
1644040335.334575,0.147 ms
1644040335.536657,0.271 ms
1644040335.7388604,0.210 ms
1644040335.9411428,0.158 ms
1644040336.1434,0.219 ms
1644040336.3455887,0.150 ms
1644040336.5477598,0.285 ms
1644040336.7500575,0.246 ms
1644040336.9522352,0.244 ms
1644040337.1546826,0.257 ms
1644040337.357015,0.203 ms
1644040337.559167,0.198 ms
1644040337.761354,0.243 ms
1644040337.9636774,0.256 ms
1644040338.166037,0.249 ms
1644040338.3682609,0.253 ms
1644040338.5704343,0.263 ms
1644040338.7727826,0.251 ms
1644040338.9750183,0.246 ms
1644040339.1773014,0.226 ms
1644040339.3795667,0.215 ms
1644040339.581631,0.162 ms
1644040339.7838955,0.247 ms
1644040339.9861643,0.249 ms
1644040340.1884518,0.247 ms
1644040340.3907998,0.249 ms
1644040340.5931456,0.251 ms
1644040340.7953825,0.246 ms
1644040340.9977138,0.249 ms
1644040341.1999419,0.204 ms
1644040341.402153,0.251 ms
1644040341.6042366,0.228 ms
1644040341.8065717,0.184 ms
1644040342.0090997,0.202 ms
1644040342.211103,0.181 ms
1644040342.4132361,0.254 ms
1644040342.6153734,0.184 ms
1644040342.8177469,0.197 ms
1644040343.0199368,0.215 ms
1644040343.2221348,0.181 ms
1644040343.4243057,0.185 ms
1644040343.6265738,0.248 ms
1644040343.8288288,0.225 ms
1644040344.0310245,0.256 ms
1644040344.233344,0.259 ms
1644040344.435728,0.270 ms
1644040344.638071,0.248 ms
1644040344.8408446,0.265 ms
1644040345.0431142,0.252 ms
1644040345.2453818,0.218 ms
1644040345.4476995,0.266 ms
1644040345.6499758,0.247 ms
1644040345.8522136,0.200 ms
1644040346.0544112,0.176 ms
1644040346.2564287,0.148 ms
1644040346.458411,0.217 ms
1644040346.660617,0.229 ms
1644040346.8626752,0.253 ms
1644040347.064995,0.237 ms
1644040347.2672105,0.162 ms
1644040347.469357,0.238 ms
1644040347.6716266,0.249 ms
1644040347.8739393,0.204 ms
1644040348.0761135,0.194 ms
1644040348.2783043,0.252 ms
1644040348.4805913,0.254 ms
1644040348.6828673,0.244 ms
1644040348.8851633,0.177 ms
1644040349.0873225,0.173 ms
1644040349.2896087,0.210 ms
1644040349.4918494,0.170 ms
1644040349.6940353,0.250 ms
1644040349.896268,0.187 ms
1644040350.098701,0.264 ms
1644040350.3010175,0.252 ms
1644040350.5031912,0.187 ms
1644040350.7053442,0.197 ms
1644040350.9076703,0.263 ms
1644040351.109991,0.201 ms
1644040351.3122387,0.251 ms
1644040351.514543,0.248 ms
1644040351.7169616,0.222 ms
1644040351.9193704,0.190 ms
1644040352.1216295,0.197 ms
1644040352.323859,0.274 ms
1644040352.5260775,0.269 ms
1644040352.7283435,0.255 ms
1644040352.9306948,0.267 ms
1644040353.133,0.140 ms
1644040353.335167,0.251 ms
1644040353.5374186,0.205 ms
1644040353.7397301,0.262 ms
1644040353.9420753,0.256 ms
1644040354.1442866,0.181 ms
1644040354.3464668,0.278 ms
1644040354.5488377,0.259 ms
1644040354.7510626,0.254 ms
1644040354.953338,0.250 ms
1644040355.1556137,0.250 ms
1644040355.3579335,0.207 ms
1644040355.5601034,0.170 ms
1644040355.7622614,0.238 ms
1644040355.9644637,0.253 ms
1644040356.16682,0.241 ms
1644040356.369075,0.243 ms
1644040356.571316,0.254 ms
1644040356.7736285,0.248 ms
1644040356.9759293,0.203 ms
1644040357.1781354,0.251 ms
1644040357.380333,0.218 ms
1644040357.5824337,0.220 ms
1644040357.7846587,0.260 ms
1644040357.986871,0.206 ms
1644040358.1891382,0.218 ms
1644040358.3912191,0.247 ms
1644040358.5934348,0.230 ms
1644040358.795751,0.253 ms
1644040358.9979808,0.208 ms
1644040359.2002468,0.249 ms
1644040359.4025826,0.244 ms
1644040359.6049151,0.199 ms
1644040359.8070905,0.188 ms
1644040360.0093086,0.187 ms
1644040360.2115746,0.245 ms
1644040360.413831,0.160 ms
1644040360.6159415,0.221 ms
1644040360.818211,0.160 ms
1644040361.02035,0.249 ms
1644040361.2226286,0.247 ms
1644040361.4247775,0.159 ms
1644040361.626936,0.204 ms
1644040361.829088,0.268 ms
1644040362.031294,0.256 ms
1644040362.2346263,0.201 ms
1644040362.4367828,0.256 ms
1644040362.6390963,0.195 ms
1644040362.8412235,0.260 ms
1644040363.043357,0.264 ms
1644040363.245668,0.237 ms
1644040363.4480052,0.199 ms
1644040363.6501648,0.264 ms
1644040363.8522997,0.263 ms
1644040364.0546038,0.245 ms
1644040364.256893,0.861 ms
1644040364.4598062,0.264 ms
1644040364.6620126,0.247 ms
1644040364.8641481,0.214 ms
1644040365.0663474,0.250 ms
1644040365.268658,0.248 ms
1644040365.4709032,0.244 ms
1644040365.6730273,0.205 ms
1644040365.8751547,0.247 ms
1644040366.0773013,0.231 ms
1644040366.2794483,0.264 ms
1644040366.4817035,0.268 ms
1644040366.6838896,0.250 ms
1644040366.8860748,0.273 ms
1644040367.0881834,0.183 ms
1644040367.2902715,0.185 ms
1644040367.492349,0.260 ms
1644040367.6946657,0.258 ms
1644040367.896946,0.269 ms
1644040368.0991943,0.247 ms
1644040368.3014479,0.260 ms
1644040368.5037165,0.138 ms
1644040368.7056484,0.222 ms
1644040368.9076931,0.221 ms
1644040369.109814,0.227 ms
1644040369.3119462,0.275 ms
1644040369.5140748,0.224 ms
1644040369.7161918,0.257 ms
1644040369.9183905,0.250 ms
1644040370.120656,0.253 ms
1644040370.3228889,0.253 ms
1644040370.5250902,0.250 ms
1644040370.7271824,0.276 ms
1644040370.9294164,0.273 ms
1644040371.1316845,0.260 ms
1644040371.3339348,0.263 ms
1644040371.5360646,0.268 ms
1644040371.7382257,0.352 ms
1644040371.94053,0.188 ms
1644040372.1426857,0.257 ms
1644040372.344924,0.256 ms
1644040372.5470674,0.189 ms
1644040372.7490742,0.193 ms
1644040372.9510944,0.248 ms
1644040373.1533127,0.247 ms
1644040373.3556063,0.240 ms
1644040373.5577512,0.260 ms
1644040373.759952,0.247 ms
1644040373.9621093,0.246 ms
1644040374.1641881,0.244 ms
1644040374.3661783,0.223 ms
1644040374.5681815,0.253 ms
1644040374.7703354,0.246 ms
1644040374.9725335,0.259 ms
1644040375.1749227,0.253 ms
1644040375.3770823,0.197 ms
1644040375.5790951,0.209 ms
1644040375.7811646,0.325 ms
1644040375.9833305,0.177 ms
1644040376.1855419,0.241 ms
1644040376.38783,0.220 ms
1644040376.5900724,0.250 ms
1644040376.7921767,0.250 ms
1644040376.99434,0.246 ms
1644040377.1965394,0.244 ms
1644040377.3987875,0.237 ms
1644040377.60106,0.252 ms
1644040377.8032336,0.248 ms
1644040378.005179,0.249 ms
1644040378.20718,0.254 ms
1644040378.4093707,0.249 ms
1644040378.6115599,0.245 ms
1644040378.813868,0.247 ms
1644040379.0160844,0.248 ms
1644040379.2182088,0.238 ms
1644040379.4204123,0.258 ms
1644040379.6225843,0.215 ms
1644040379.8247216,0.262 ms
1644040380.0270143,0.245 ms
1644040380.2295666,0.221 ms
1644040380.4317234,0.216 ms
1644040380.6337552,0.225 ms
1644040380.8358073,0.244 ms
1644040381.0379894,0.206 ms
1644040381.2400837,0.192 ms
1644040381.442112,0.255 ms
1644040381.6442766,0.248 ms
1644040381.846437,0.245 ms
1644040382.0486743,0.247 ms
1644040382.250868,0.193 ms
1644040382.4529555,0.114 ms
1644040382.655023,0.244 ms
1644040382.8571756,0.240 ms
1644040383.0592859,0.247 ms
1644040383.261494,0.251 ms
1644040383.4637327,0.205 ms
1644040383.665821,0.192 ms
1644040383.867897,0.175 ms
1644040384.0699651,0.271 ms
1644040384.272111,0.180 ms
1644040384.47422,0.181 ms
1644040384.6763697,0.249 ms
1644040384.8786006,0.247 ms
1644040385.0815902,0.262 ms
1644040385.2838516,0.221 ms
1644040385.486109,0.258 ms
1644040385.688283,0.193 ms
1644040385.8904018,0.253 ms
1644040386.0926385,0.252 ms
1644040386.2948246,0.255 ms
1644040386.4971545,0.256 ms
1644040386.6993537,0.251 ms
1644040386.9015925,0.193 ms
1644040387.1038644,0.182 ms
1644040387.3060048,0.206 ms
1644040387.5081706,0.173 ms
1644040387.7103386,0.251 ms
1644040387.9126105,0.250 ms
1644040388.114798,0.171 ms
1644040388.3169835,0.207 ms
1644040388.519114,0.193 ms
1644040388.7212858,0.289 ms
1644040388.9234333,0.197 ms
1644040389.1258056,0.246 ms
1644040389.3279948,0.171 ms
1644040389.5300784,0.252 ms
1644040389.7322457,0.262 ms
1644040389.9345622,0.245 ms
1644040390.136834,0.248 ms
1644040390.3392966,0.188 ms
1644040390.5415373,0.249 ms
1644040390.7438178,0.220 ms
1644040390.946778,0.252 ms
1644040391.1489677,0.221 ms
1644040391.3511739,0.132 ms
1644040391.5531826,0.209 ms
1644040391.7551885,0.204 ms
1644040391.957182,0.245 ms
1644040392.1591923,0.191 ms
1644040392.361183,0.241 ms
1644040392.5631187,0.273 ms
1644040392.7651894,0.218 ms
1644040392.967336,0.170 ms
1644040393.1691895,0.182 ms
1644040393.3712866,0.242 ms
1644040393.5735464,0.219 ms
1644040393.7759047,0.213 ms
1644040393.97795,0.257 ms
1644040394.180043,0.251 ms
1644040394.3821926,0.214 ms
1644040394.5843606,0.173 ms
1644040394.7865338,0.185 ms
1644040394.9887807,0.190 ms
1644040395.1909792,0.250 ms
1644040395.3931906,0.185 ms
1644040395.595274,0.253 ms
1644040395.7974381,0.250 ms
1644040395.999694,0.248 ms
1644040396.201893,0.220 ms
1644040396.4040706,0.174 ms
1644040396.6061685,0.253 ms
1644040396.808308,0.316 ms
1644040397.0105567,0.260 ms
1644040397.2128747,0.285 ms
1644040397.4150565,0.206 ms
1644040397.617153,0.212 ms
1644040397.8193762,0.255 ms
1644040398.0216444,0.256 ms
1644040398.223897,0.200 ms
1644040398.4259791,0.207 ms
1644040398.628108,0.248 ms
1644040398.830206,0.184 ms
1644040399.0323164,0.254 ms
1644040399.2345927,0.263 ms
1644040399.4368238,0.248 ms
1644040399.639007,0.258 ms
1644040399.841157,0.245 ms
1644040400.0432665,0.263 ms
1644040400.2454817,0.251 ms
1644040400.447774,0.245 ms
1644040400.649964,0.189 ms
1644040400.8521597,0.206 ms
1644040401.05438,0.247 ms
1644040401.2566426,0.245 ms
1644040401.4588592,0.254 ms
1644040401.6609821,0.249 ms
1644040401.863164,0.241 ms
1644040402.0652823,0.247 ms
1644040402.2674131,0.251 ms
1644040402.4697165,0.248 ms
1644040402.6719286,0.250 ms
1644040402.874052,0.194 ms
1644040403.07621,0.256 ms
1644040403.278344,0.244 ms
1644040403.4803946,0.185 ms
1644040403.6825132,0.253 ms
1644040403.8846602,0.261 ms
1644040404.0869699,0.234 ms
1644040404.2891195,0.260 ms
1644040404.49119,0.251 ms
1644040404.693183,0.250 ms
1644040404.895356,0.239 ms
1644040405.0975676,0.250 ms
1644040405.2998016,0.259 ms
1644040405.50201,0.238 ms
1644040405.7041836,0.247 ms
1644040405.9064262,0.254 ms
1644040406.1085482,0.244 ms
1644040406.31085,0.217 ms
1644040406.5129669,0.249 ms
1644040406.7151184,0.255 ms
1644040406.917281,0.248 ms
1644040407.1194413,0.252 ms
1644040407.3216572,0.271 ms
1644040407.523991,0.250 ms
1644040407.7261267,0.246 ms
1644040407.9282956,0.257 ms
1644040408.1305277,0.247 ms
1644040408.3327909,0.254 ms
1644040408.5349896,0.264 ms
1644040408.737167,0.248 ms
1644040408.9393852,0.242 ms
1644040409.141611,0.239 ms
1644040409.3437958,0.205 ms
1644040409.5459206,0.239 ms
1644040409.7481146,0.262 ms
1644040409.9503517,0.257 ms
1644040410.1525726,0.240 ms
1644040410.3548393,0.250 ms
1644040410.5570338,0.215 ms
1644040410.7592473,0.241 ms
1644040410.9614427,0.250 ms
1644040411.1637352,0.252 ms
1644040411.3659737,0.323 ms
1644040411.5683417,0.249 ms
1644040411.7705672,0.246 ms
1644040411.972816,0.255 ms
1644040412.1750188,0.259 ms
1644040412.377172,0.254 ms
1644040412.5793712,0.241 ms
1644040412.7816727,0.244 ms
1644040412.9839127,0.257 ms
1644040413.186062,0.253 ms
1644040413.388194,0.174 ms
1644040413.5903153,0.250 ms
1644040413.7924516,0.255 ms
1644040413.994763,0.249 ms
1644040414.1969485,0.220 ms
1644040414.3990984,0.195 ms
1644040414.6012053,0.271 ms
1644040414.8030765,0.245 ms
1644040415.0051816,0.246 ms
1644040415.207179,0.248 ms
1644040415.4091802,0.188 ms
1644040415.6112027,0.245 ms
1644040415.813184,0.247 ms
1644040416.0151868,0.253 ms
1644040416.2173543,0.245 ms
1644040416.4195743,0.166 ms
1644040416.6218069,0.268 ms
1644040416.8240116,0.198 ms
1644040417.0261478,0.277 ms
1644040417.2283485,0.197 ms
1644040417.4305608,0.276 ms
1644040417.6328874,0.249 ms
1644040417.8350518,0.216 ms
1644040418.0372002,0.255 ms
1644040418.2393503,0.256 ms
1644040418.441686,0.163 ms
1644040418.643809,0.254 ms
1644040418.8460553,0.196 ms
1644040419.048193,0.247 ms
1644040419.2503555,0.254 ms
1644040419.4525802,0.264 ms
1644040419.6549337,0.256 ms
1644040419.8571389,0.247 ms
1644040420.0592988,0.268 ms
1644040420.2616365,0.253 ms
1644040420.4640207,0.252 ms
1644040420.666243,0.217 ms
1644040420.8687272,0.147 ms
1644040421.0707853,0.222 ms
1644040421.2731166,0.251 ms
1644040421.4753125,0.252 ms
1644040421.6776514,0.250 ms
1644040421.879969,0.278 ms
1644040422.0820904,0.252 ms
1644040422.2851074,0.247 ms
1644040422.487312,0.240 ms
1644040422.689601,0.266 ms
1644040422.8918765,0.204 ms
1644040423.0939817,0.206 ms
1644040423.2960935,0.252 ms
1644040423.4983447,0.266 ms
1644040423.7005453,0.222 ms
1644040423.9027414,0.241 ms
1644040424.1049566,0.225 ms
1644040424.30698,0.252 ms
1644040424.509136,0.259 ms
1644040424.711251,0.250 ms
1644040424.9134507,0.250 ms
1644040425.1157193,0.326 ms
1644040425.3180537,0.169 ms
1644040425.520139,0.199 ms
1644040425.7222602,0.250 ms
1644040425.9244132,0.236 ms
1644040426.1266496,0.163 ms
1644040426.3286533,0.253 ms
1644040426.5309043,0.251 ms
1644040426.7330613,0.195 ms
1644040426.9351766,0.270 ms
1644040427.1374943,0.251 ms
1644040427.3398345,0.251 ms
1644040427.5420768,0.194 ms
1644040427.744189,0.249 ms
1644040427.9463315,0.251 ms
1644040428.148582,0.272 ms
1644040428.3508682,0.253 ms
1644040428.5531106,0.315 ms
1644040428.7553923,0.207 ms
1644040428.9575875,0.172 ms
1644040429.1597238,0.279 ms
1644040429.3619716,0.251 ms
1644040429.564124,0.177 ms
1644040429.7662911,0.239 ms
1644040429.9684632,0.228 ms
1644040430.1706734,0.222 ms
1644040430.3728795,0.151 ms
1644040430.5748756,0.270 ms
1644040430.7771103,0.254 ms
1644040430.9794102,0.183 ms
1644040431.1816278,0.213 ms
1644040431.3838365,0.252 ms
1644040431.5861409,0.178 ms
1644040431.788379,0.262 ms
1644040431.9906986,0.273 ms
1644040432.1929638,0.248 ms
1644040432.3951943,0.222 ms
1644040432.597331,0.257 ms
1644040432.7995574,0.248 ms
1644040433.0019727,0.251 ms
1644040433.2041016,0.240 ms
1644040433.4063394,0.246 ms
1644040433.6086211,0.182 ms
1644040433.8108375,0.261 ms
1644040434.0130923,0.254 ms
1644040434.2152522,0.251 ms
1644040434.4175577,0.244 ms
1644040434.619914,0.212 ms
1644040434.822139,0.220 ms
1644040435.0242434,0.150 ms
1644040435.2266717,0.200 ms
1644040435.4289095,0.241 ms
1644040435.6311433,0.182 ms
1644040435.833324,0.260 ms
1644040436.035462,0.246 ms
1644040436.237812,0.190 ms
1644040436.4400487,0.179 ms
1644040436.6422625,0.245 ms
1644040436.844581,0.264 ms
1644040437.0468705,0.249 ms
1644040437.2490845,0.256 ms
1644040437.4512167,0.176 ms
1644040437.6532974,0.256 ms
1644040437.855498,0.219 ms
1644040438.057862,0.258 ms
1644040438.2600942,0.257 ms
1644040438.4621887,0.187 ms
