"STATION","NAME","DATE","TMIN"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-03","62"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-04","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-05","50"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-06","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-07","58"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-08","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-09","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-10","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-11","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-12","57"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-13","52"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-14","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-15","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-16","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-17","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-18","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-19","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-20","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-21","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-22","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-23","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-24","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-25","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-26","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-27","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-28","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-29","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-09-30","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-01","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-02","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-03","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-04","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-05","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-06","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-07","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-08","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-09","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-10","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-11","37"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-12","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-13","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-14","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-15","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-16","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-17","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-18","43"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-19","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-20","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-21","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-22","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-23","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-24","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-25","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-26","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-27","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-28","37"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-29","40"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-30","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-10-31","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-01","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-02","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-03","40"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-04","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-05","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-06","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-07","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-08","17"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-09","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-10","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-11","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-12","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-13","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-14","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-15","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-16","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-17","16"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-18","15"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-19","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-20","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-21","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-22","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-23","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-24","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-25","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-26","43"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-27","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-28","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-29","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-11-30","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-01","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-02","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-03","19"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-04","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-05","11"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-06","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-07","15"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-08","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-09","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-10","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-11","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-12","37"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-13","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-14","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-15","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-16","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-17","18"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-18","19"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-19","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-20","16"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-21","14"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-22","13"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-23","13"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-24","11"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-25","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-26","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-27","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-28","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-29","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-30","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2017-12-31","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-01","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-02","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-03","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-04","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-05","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-06","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-07","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-08","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-09","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-10","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-11","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-12","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-13","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-14","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-15","22"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-16","17"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-17","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-18","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-19","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-20","16"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-21","13"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-22","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-23","19"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-24","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-25","19"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-26","17"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-27","17"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-28","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-29","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-30","37"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-01-31","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-01","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-02","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-03","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-04","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-05","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-06","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-07","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-08","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-09","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-10","15"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-11","15"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-12","22"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-13","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-14","24"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-15","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-16","11"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-17","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-18","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-19","6"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-20","2"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-21","2"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-22","9"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-23","8"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-24","7"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-25","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-26","19"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-27","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-02-28","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-01","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-02","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-03","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-04","18"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-05","12"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-06","13"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-07","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-08","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-09","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-10","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-11","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-12","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-13","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-14","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-15","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-16","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-17","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-18","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-19","18"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-20","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-21","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-22","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-23","32"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-24","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-25","21"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-26","20"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-27","18"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-28","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-29","27"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-30","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-03-31","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-01","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-02","17"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-03","14"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-04","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-05","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-06","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-07","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-08","31"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-09","28"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-10","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-11","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-12","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-13","22"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-14","25"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-15","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-16","26"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-17","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-18","23"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-19","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-20","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-21","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-22","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-23","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-24","29"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-25","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-26","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-27","45"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-28","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-29","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-04-30","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-01","30"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-02","33"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-03","36"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-04","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-05","45"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-06","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-07","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-08","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-09","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-10","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-11","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-12","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-13","34"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-14","35"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-15","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-16","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-17","43"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-18","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-19","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-20","40"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-21","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-22","40"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-23","39"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-24","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-25","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-26","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-27","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-28","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-29","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-30","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-05-31","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-01","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-02","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-03","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-04","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-05","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-06","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-07","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-08","52"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-09","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-10","41"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-11","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-12","43"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-13","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-14","52"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-15","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-16","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-17","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-18","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-19","45"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-20","46"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-21","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-22","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-23","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-24","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-25","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-26","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-27","57"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-28","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-29","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-06-30","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-01","50"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-02","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-03","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-04","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-05","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-06","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-07","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-08","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-09","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-10","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-11","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-12","58"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-13","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-14","58"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-15","58"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-16","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-17","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-18","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-19","62"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-20","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-21","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-22","57"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-23","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-24","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-25","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-26","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-27","62"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-28","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-29","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-30","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-07-31","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-01","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-02","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-03","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-04","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-05","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-06","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-07","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-08","57"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-09","61"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-10","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-11","66"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-12","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-13","63"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-14","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-15","60"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-16","59"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-17","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-18","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-19","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-20","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-21","52"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-22","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-23","47"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-24","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-25","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-26","54"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-27","45"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-28","42"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-29","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-30","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-08-31","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-01","49"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-02","50"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-03","54"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-04","54"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-05","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-06","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-07","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-08","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-09","54"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-10","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-11","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-12","56"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-13","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-14","52"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-15","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-16","55"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-17","54"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-18","53"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-19","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-20","43"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-21","44"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-22","51"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-23","48"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-24","38"
"USS0011J52S","PARLEY S SUMMIT, UT US","2018-09-25","35"
